t,001_N_ITERATIONS( 0.0050_ 0.0000_ 0.0000),002_TEMPERATURE( 0.0000_ 0.0000_ 0.0000),003_TEMPERATURE( 0.0080_ 0.0000_ 0.0000),004_TEMPERATURE( 0.0160_ 0.0000_ 0.0000),005_TEMPERATURE( 0.0400_ 0.0000_ 0.0000),
       253.0000,        1.0000000,      128.5084945,       64.8152372,       37.2647872,       26.8985414,
       254.0000,        1.0000000,      128.7092062,       64.9751131,       37.3455884,       26.8999030,
       255.0000,        1.0000000,      128.9095232,       65.1348173,       37.4265196,       26.9012926,
       256.0000,        1.0000000,      129.1094479,       65.2943500,       37.5075793,       26.9027106,
       257.0000,        1.0000000,      129.3089824,       65.4537116,       37.5887660,       26.9041573,
       258.0000,        1.0000000,      129.5081291,       65.6129024,       37.6700784,       26.9056331,
       259.0000,        1.0000000,      129.7068902,       65.7719227,       37.7515151,       26.9071382,
       260.0000,        1.0000000,      129.9052680,       65.9307728,       37.8330747,       26.9086730,
       261.0000,        1.0000000,      130.1032646,       66.0894530,       37.9147558,       26.9102380,
       262.0000,        1.0000000,      130.3008823,       66.2479636,       37.9965572,       26.9118333,
       263.0000,        1.0000000,      130.4981232,       66.4063050,       38.0784773,       26.9134593,
       264.0000,        1.0000000,      130.6949894,       66.5644774,       38.1605151,       26.9151165,
       265.0000,        1.0000000,      130.8914832,       66.7224812,       38.2426690,       26.9168051,
       266.0000,        1.0000000,      131.0876066,       66.8803167,       38.3249378,       26.9185254,
       267.0000,        1.0000000,      131.2833616,       67.0379843,       38.4073203,       26.9202778,
       268.0000,        1.0000000,      131.4787504,       67.1954842,       38.4898151,       26.9220627,
       269.0000,        1.0000000,      131.6737750,       67.3528168,       38.5724211,       26.9238804,
       270.0000,        1.0000000,      131.8684374,       67.5099825,       38.6551368,       26.9257312,
       271.0000,        1.0000000,      132.0627397,       67.6669815,       38.7379612,       26.9276155,
       272.0000,        1.0000000,      132.2566838,       67.8238142,       38.8208930,       26.9295336,
       273.0000,        1.0000000,      132.4502717,       67.9804809,       38.9039310,       26.9314858,
       274.0000,        1.0000000,      132.6435054,       68.1369820,       38.9870740,       26.9334725,
       275.0000,        1.0000000,      132.8363867,       68.2933178,       39.0703208,       26.9354940,
       276.0000,        1.0000000,      133.0289177,       68.4494886,       39.1536701,       26.9375507,
       277.0000,        1.0000000,      133.2211002,       68.6054949,       39.2371210,       26.9396428,
       278.0000,        1.0000000,      133.4129361,       68.7613368,       39.3206721,       26.9417708,
       279.0000,        1.0000000,      133.6044273,       68.9170148,       39.4043224,       26.9439350,
       280.0000,        1.0000000,      133.7955756,       69.0725293,       39.4880708,       26.9461356,
       281.0000,        1.0000000,      133.9863829,       69.2278805,       39.5719160,       26.9483731,
       282.0000,        1.0000000,      134.1768509,       69.3830688,       39.6558571,       26.9506478,
       283.0000,        1.0000000,      134.3669816,       69.5380946,       39.7398928,       26.9529599,
       284.0000,        1.0000000,      134.5567766,       69.6929582,       39.8240222,       26.9553099,
       285.0000,        1.0000000,      134.7462377,       69.8476599,       39.9082441,       26.9576981,
       286.0000,        1.0000000,      134.9353668,       70.0022002,       39.9925575,       26.9601247,
       287.0000,        1.0000000,      135.1241654,       70.1565793,       40.0769613,       26.9625902,
       288.0000,        1.0000000,      135.3126355,       70.3107976,       40.1614545,       26.9650948,
       289.0000,        1.0000000,      135.5007786,       70.4648554,       40.2460361,       26.9676389,
       290.0000,        1.0000000,      135.6885965,       70.6187532,       40.3307049,       26.9702229,
       291.0000,        1.0000000,      135.8760908,       70.7724912,       40.4154601,       26.9728469,
       292.0000,        1.0000000,      136.0632633,       70.9260699,       40.5003006,       26.9755115,
       293.0000,        1.0000000,      136.2501155,       71.0794895,       40.5852253,       26.9782168,
       294.0000,        1.0000000,      136.4366491,       71.2327504,       40.6702334,       26.9809632,
       295.0000,        1.0000000,      136.6228658,       71.3858531,       40.7553238,       26.9837511,
       296.0000,        1.0000000,      136.8087670,       71.5387977,       40.8404956,       26.9865807,
       297.0000,        1.0000000,      136.9943546,       71.6915848,       40.9257478,       26.9894525,
       298.0000,        1.0000000,      137.1796299,       71.8442146,       41.0110795,       26.9923666,
       299.0000,        1.0000000,      137.3645947,       71.9966874,       41.0964896,       26.9953234,
       300.0000,        1.0000000,      137.5492504,       72.1490038,       41.1819774,       26.9983233,
