time (s),MLR (kg/s),thikness (m),T(z=0),T(z=3),T(z=6),C_A (kg/m^3),C_B (kg/m^3),C_C (kg/m^3)
722.0,3.2829812000000004e-44,0.01800049,929.4364345524093,925.0787393973694,919.3339309919515,0.0,9.8803e-320,295.7
722.5,3.2829845e-44,0.01800049,929.440547042286,925.0842267754044,919.341013152461,0.0,9.8803e-320,295.7
723.0,3.2829877e-44,0.01800049,929.4445595321628,925.0896166778325,919.3481927644716,0.0,9.8803e-320,295.7
723.5,3.2829908e-44,0.01800049,929.4485945200147,925.0950040558673,919.355274924981,0.0,9.8803e-320,295.7
724.0,3.2829939e-44,0.01800049,929.4526845119161,925.1003914339024,919.3622570854902,0.0,9.8803e-320,295.7
724.5,3.2829969e-44,0.01800049,929.4566970017928,925.1056788119374,919.3693366975009,0.0,9.8803e-320,295.7
725.0,3.2829999e-44,0.01800049,929.4606869936941,925.1110661899725,919.3763163095115,0.0,9.8803e-320,295.7
725.5,3.2830027e-44,0.01800049,929.4646219815462,925.1163535680074,919.3832984700209,0.0,9.8803e-320,295.7
726.0,3.2830055e-44,0.01800049,929.4686119734475,925.1216409460424,919.3901806305302,0.0,9.8803e-320,295.7
726.5,3.2830083e-44,0.01800049,929.4725244633242,925.1268308484705,919.3970627910395,0.0,9.8803e-320,295.7
727.0,3.283011e-44,0.01800049,929.4764369532008,925.1321182265054,919.4039424030501,0.0,9.8803e-320,295.7
727.5,3.2830136e-44,0.01800049,929.4803494430776,925.1373056045404,919.4107271120581,0.0,9.8803e-320,295.7
728.0,3.2830162e-44,0.01800049,929.4842619329543,925.1424955069684,919.4176067240688,0.0,9.8803e-320,295.7
728.5,3.2830187e-44,0.01800049,929.4881519248556,925.1475854093965,919.4243863360795,0.0,9.8803e-320,295.7
729.0,3.2830211e-44,0.01800049,929.4919644147324,925.1527727874314,919.4310710450874,0.0,9.8803e-320,295.7
729.5,3.2830235000000003e-44,0.01800049,929.4958544066337,925.1578601654664,919.437850657098,0.0,9.8803e-320,295.7
730.0,3.2830259e-44,0.01800049,929.4996668965103,925.1629500678945,919.4445328176074,0.0,9.8803e-320,295.7
730.5,3.2830282000000003e-44,0.01800049,929.5034793863871,925.1680374459294,919.4511175266155,0.0,9.8803e-320,295.7
731.0,3.2830304000000004e-44,0.01800049,929.5072693782885,925.1730273483574,919.4577971386261,0.0,9.8803e-320,295.7
731.5,3.2830326e-44,0.01800049,929.5109818681651,925.1781147263924,919.4643792991353,0.0,9.8803e-320,295.7
732.0,3.2830347e-44,0.01800049,929.5147718600665,925.1831021044273,919.4709614596447,0.0,9.8803e-320,295.7
732.5,3.2830368000000004e-44,0.01800049,929.5184843499432,925.1880920068554,919.4774461686527,0.0,9.8803e-320,295.7
733.0,3.2830389000000003e-44,0.01800049,929.5221968398199,925.1929819092834,919.4839283291619,0.0,9.8803e-320,295.7
733.5,3.2830409e-44,0.01800049,929.5259868317212,925.1979692873184,919.4904104896714,0.0,9.8803e-320,295.7
734.0,3.2830428000000004e-44,0.01800049,929.529599321598,925.2028591897464,919.4968926501806,0.0,9.8803e-320,295.7
734.5,3.2830447e-44,0.01800049,929.5332893134993,925.2077465677814,919.5032773591886,0.0,9.8803e-320,295.7
735.0,3.2830466000000003e-44,0.01800049,929.5369793054007,925.2126364702094,919.509659519698,0.0,9.8803e-320,295.7
735.5,3.2830484e-44,0.01800049,929.5405917952774,925.2174263726374,919.5160416802072,0.0,9.8803e-320,295.7
736.0,3.2830502e-44,0.01800049,929.544204285154,925.2222162750654,919.5224238407167,0.0,9.8803e-320,295.7
736.5,3.2830519e-44,0.01800049,929.5477942770553,925.2271036531005,919.5287085497246,0.0,9.8803e-320,295.7
737.0,3.2830536e-44,0.01800049,929.5513842689568,925.2317935555284,919.5349907102338,0.0,9.8803e-320,295.7
737.5,3.2830553e-44,0.01800049,929.5549742608581,925.2365834579565,919.5412728707432,0.0,9.8803e-320,295.7
738.0,3.2830569000000004e-44,0.01800049,929.5585642527594,925.2413708359915,919.5474575797512,0.0,9.8803e-320,295.7
738.5,3.2830585e-44,0.01800049,929.5620767426361,925.2460607384195,919.5536397402606,0.0,9.8803e-320,295.7
739.0,3.28306e-44,0.01800049,929.5655892325128,925.2507506408474,919.5598244492685,0.0,9.8803e-320,295.7
739.5,3.2830615e-44,0.01800049,929.5691567264388,925.2554405432754,919.5660066097778,0.0,9.8803e-320,295.7
740.0,3.283063e-44,0.01800049,929.5726467183403,925.2600304457035,919.5720913187859,0.0,9.8803e-320,295.7
740.5,3.2830645e-44,0.01800049,929.576159208217,925.2647178237385,919.5781734792952,0.0,9.8803e-320,295.7
741.0,3.2830659000000004e-44,0.01800049,929.5795492001182,925.2693077261664,919.5842581883031,0.0,9.8803e-320,295.7
741.5,3.2830672e-44,0.01800049,929.5830391920197,925.2738976285945,919.5902428973111,0.0,9.8803e-320,295.7
742.0,3.2830686e-44,0.01800049,929.5864516818963,925.2784875310224,919.5962250578204,0.0,9.8803e-320,295.7
742.5,3.2830699000000003e-44,0.01800049,929.5898416737977,925.2830774334504,919.6022097668284,0.0,9.8803e-320,295.7
743.0,3.2830712000000003e-44,0.01800049,929.5933091677236,925.2875673358785,919.6081944758365,0.0,9.8803e-320,295.7
743.5,3.2830724e-44,0.01800049,929.5967216576004,925.2920572383065,919.6140791848444,0.0,9.8803e-320,295.7
744.0,3.2830737e-44,0.01800049,929.6000116495018,925.2965471407344,919.6200613453537,0.0,9.8803e-320,295.7
744.5,3.2830749e-44,0.01800049,929.6034016414031,925.3010370431624,919.625943505863,0.0,9.8803e-320,295.7
745.0,3.283076e-44,0.01800049,929.6067916333045,925.3055244211974,919.6317307633698,0.0,9.8803e-320,295.7
745.5,3.2830772e-44,0.01800049,929.6100816252058,925.3099168480185,919.637612923879,0.0,9.8803e-320,295.7
746.0,3.2830783000000004e-44,0.01800049,929.6133941150825,925.3143067504465,919.643397632887,0.0,9.8803e-320,295.7
746.5,3.2830794e-44,0.01800049,929.6166841069838,925.3186966528745,919.6490848903936,0.0,9.8803e-320,295.7
747.0,3.2830804000000003e-44,0.01800049,929.6199740988852,925.3230865553024,919.654867050903,0.0,9.8803e-320,295.7
747.5,3.2830815e-44,0.01800049,929.6232415928112,925.3274764577304,919.660551759911,0.0,9.8803e-320,295.7
748.0,3.2830825e-44,0.01800049,929.6265315847126,925.3317663601584,919.6662390174176,0.0,9.8803e-320,295.7
748.5,3.2830835e-44,0.01800049,929.629721576614,925.3360587869795,919.671921177927,0.0,9.8803e-320,295.7
749.0,3.2830844e-44,0.01800049,929.6330115685153,925.3403486894074,919.6776058869349,0.0,9.8803e-320,295.7
749.5,3.2830854e-44,0.01800049,929.6362015604167,925.3446385918355,919.683190595943,0.0,9.8803e-320,295.7
750.0,3.2830863e-44,0.01800049,929.639391552318,925.3489284942634,919.6887778534496,0.0,9.8803e-320,295.7
750.5,3.2830872e-44,0.01800049,929.6425815442194,925.3531209210845,919.6943625624575,0.0,9.8803e-320,295.7
751.0,3.2830881000000003e-44,0.01800049,929.6457490381454,925.3574082991195,919.699944722967,0.0,9.8803e-320,295.7
751.5,3.2830889e-44,0.01800049,929.648861528022,925.3615982015474,919.7054319804736,0.0,9.8803e-320,295.7
752.0,3.2830898000000003e-44,0.01800049,929.6520290219481,925.3657906283685,919.7109166894816,0.0,9.8803e-320,295.7
752.5,3.2830906e-44,0.01800049,929.6551415118248,925.3698830551895,919.7164013984896,0.0,9.8803e-320,295.7
753.0,3.2830914e-44,0.01800049,929.6583090057509,925.3740704332245,919.7217886559962,0.0,9.8803e-320,295.7
753.5,3.2830921e-44,0.01800049,929.6613989976521,925.3781628600454,919.7272733650042,0.0,9.8803e-320,295.7
754.0,3.2830929e-44,0.01800049,929.6644664915782,925.3823527624735,919.7326580740122,0.0,9.8803e-320,295.7
754.5,3.2830936e-44,0.01800049,929.6675564834795,925.3863451892945,919.7380427830201,0.0,9.8803e-320,295.7
755.0,3.2830944e-44,0.01800049,929.6706239774055,925.3904350917225,919.7433300405269,0.0,9.8803e-320,295.7
755.5,3.2830951e-44,0.01800049,929.6736364672822,925.3945249941504,919.7487147495349,0.0,9.8803e-320,295.7
756.0,3.2830958000000003e-44,0.01800049,929.6767039612082,925.3985174209714,919.7539994585427,0.0,9.8803e-320,295.7
756.5,3.2830964e-44,0.01800049,929.6796939531096,925.4026047990064,919.7592867160495,0.0,9.8803e-320,295.7
757.0,3.2830971000000004e-44,0.01800049,929.682683945011,925.4065972258275,919.7645714250574,0.0,9.8803e-320,295.7
757.5,3.2830977000000003e-44,0.01800049,929.6856739369123,925.4105871282555,919.7697586825641,0.0,9.8803e-320,295.7
758.0,3.2830984000000004e-44,0.01800049,929.6886414308384,925.4144795550765,919.7749433915722,0.0,9.8803e-320,295.7
758.5,3.2830990000000003e-44,0.01800049,929.6916314227396,925.4184694575044,919.7801306490787,0.0,9.8803e-320,295.7
759.0,3.2830996e-44,0.01800049,929.6945989166657,925.4223618843255,919.7853153580868,0.0,9.8803e-320,295.7
759.5,3.2831002e-44,0.01800049,929.697488908567,925.4262543111464,919.7904026155934,0.0,9.8803e-320,295.7
760.0,3.2831007000000003e-44,0.01800049,929.700456402493,925.4301467379674,919.7955873246013,0.0,9.8803e-320,295.7
760.5,3.2831013e-44,0.01800049,929.7033463943944,925.4340366403956,919.8006745821081,0.0,9.8803e-320,295.7
761.0,3.2831018000000003e-44,0.01800049,929.7062363862958,925.4379265428234,919.805759291116,0.0,9.8803e-320,295.7
761.5,3.2831023e-44,0.01800049,929.7091038802218,925.4418164452514,919.8107490971213,0.0,9.8803e-320,295.7
762.0,3.2831029e-44,0.01800049,929.7119938721232,925.4456088720724,919.8158338061293,0.0,9.8803e-320,295.7
762.5,3.2831034e-44,0.01800049,929.7148613660491,925.4494012988936,919.8208210636359,0.0,9.8803e-320,295.7
763.0,3.2831039000000003e-44,0.01800049,929.7177288599752,925.4531912013215,919.8258057726439,0.0,9.8803e-320,295.7
763.5,3.2831043e-44,0.01800049,929.7205963539012,925.4569836281426,919.8306955786493,0.0,9.8803e-320,295.7
764.0,3.2831048000000004e-44,0.01800049,929.7233863458025,925.4606760549635,919.8356802876573,0.0,9.8803e-320,295.7
764.5,3.2831053e-44,0.01800049,929.7261763377039,925.4644659573914,919.8405675451639,0.0,9.8803e-320,295.7
765.0,3.2831057e-44,0.01800049,929.7290213336546,925.4681583842124,919.8454548026706,0.0,9.8803e-320,295.7
765.5,3.2831061000000004e-44,0.01800049,929.7318113255559,925.4718508110335,919.8503420601772,0.0,9.8803e-320,295.7
766.0,3.2831066e-44,0.01800049,929.734578819482,925.4755432378546,919.8552267691852,0.0,9.8803e-320,295.7
766.5,3.283107e-44,0.01800049,929.7372688113833,925.4792331402825,919.8600140266919,0.0,9.8803e-320,295.7
767.0,3.2831074e-44,0.01800049,929.7400363053093,925.4829255671035,919.8648012841986,0.0,9.8803e-320,295.7
767.5,3.2831078000000004e-44,0.01800049,929.7428037992354,925.4865179939245,919.8695885417052,0.0,9.8803e-320,295.7
768.0,3.2831082000000003e-44,0.01800049,929.7454937911367,925.4902078963524,919.8743757992119,0.0,9.8803e-320,295.7
768.5,3.2831085e-44,0.01800049,929.7482612850628,925.4938003231736,919.8790656052172,0.0,9.8803e-320,295.7
769.0,3.2831089e-44,0.01800049,929.7509287789887,925.4973927499946,919.8838503142252,0.0,9.8803e-320,295.7
769.5,3.2831092e-44,0.01800049,929.7536187708901,925.5009826524225,919.8885375717318,0.0,9.8803e-320,295.7
770.0,3.2831096e-44,0.01800049,929.7562862648161,925.5044776036366,919.8932248292385,0.0,9.8803e-320,295.7
770.5,3.2831099000000003e-44,0.01800049,929.7589537587422,925.5080675060645,919.8978146352439,0.0,9.8803e-320,295.7
771.0,3.2831103e-44,0.01800049,929.7616212526681,925.5115599328855,919.9024993442519,0.0,9.8803e-320,295.7
771.5,3.2831106e-44,0.01800049,929.7642112445695,925.5151498353134,919.9070891502571,0.0,9.8803e-320,295.7
772.0,3.2831109e-44,0.01800049,929.7668787384956,925.5186422621346,919.9116764077637,0.0,9.8803e-320,295.7
772.5,3.2831112000000003e-44,0.01800049,929.7694462324215,925.5220372133484,919.9162636652705,0.0,9.8803e-320,295.7
773.0,3.2831115e-44,0.01800049,929.7721137263476,925.5255296401695,919.9208509227772,0.0,9.8803e-320,295.7
773.5,3.2831118e-44,0.01800049,929.7746812202736,925.5290195425976,919.9253407287824,0.0,9.8803e-320,295.7
774.0,3.2831121e-44,0.01800049,929.7772712121749,925.5324144938114,919.9298279862892,0.0,9.8803e-320,295.7
774.5,3.2831124e-44,0.01800049,929.779838706101,925.5359043962395,919.9343152437958,0.0,9.8803e-320,295.7
775.0,3.2831126e-44,0.01800049,929.782406200027,925.5392968230606,919.9388025013023,0.0,9.8803e-320,295.7
775.5,3.2831129000000003e-44,0.01800049,929.784973693953,925.5426892498815,919.943289758809,0.0,9.8803e-320,295.7
776.0,3.2831132e-44,0.01800049,929.787441187879,925.5459842010955,919.9476795648144,0.0,9.8803e-320,295.7
776.5,3.2831134e-44,0.01800049,929.790008681805,925.5493741035235,919.952166822321,0.0,9.8803e-320,295.7
777.0,3.2831137e-44,0.01800049,929.792476175731,925.5527665303445,919.9565540798277,0.0,9.8803e-320,295.7
777.5,3.2831139e-44,0.01800049,929.795043669657,925.5560589571655,919.9609413373342,0.0,9.8803e-320,295.7
778.0,3.2831141e-44,0.01800049,929.7975111635832,925.5593513839865,919.9652311433397,0.0,9.8803e-320,295.7
778.5,3.2831144e-44,0.01800049,929.7999786575091,925.5626463352005,919.9696184008463,0.0,9.8803e-320,295.7
779.0,3.2831146000000003e-44,0.01800049,929.8024461514351,925.5659387620216,919.9739082068517,0.0,9.8803e-320,295.7
779.5,3.2831148e-44,0.01800049,929.8049136453611,925.5692286644495,919.978198012857,0.0,9.8803e-320,295.7
780.0,3.283115e-44,0.01800049,929.8073811392871,925.5725210912705,919.9824852703637,0.0,9.8803e-320,295.7
780.5,3.2831152e-44,0.01800049,929.8097486332132,925.5757160424845,919.9867725278704,0.0,9.8803e-320,295.7
781.0,3.2831154e-44,0.01800049,929.8122161271392,925.5789084693055,919.9909623338756,0.0,9.8803e-320,295.7
781.5,3.2831156e-44,0.01800049,929.8145836210651,925.5821983717335,919.9951521398809,0.0,9.8803e-320,295.7
782.0,3.2831158e-44,0.01800049,929.8170511149912,925.5853933229475,919.9994393973876,0.0,9.8803e-320,295.7
782.5,3.283116e-44,0.01800049,929.8194186089173,925.5885857497685,920.003529203393,0.0,9.8803e-320,295.7
783.0,3.2831162e-44,0.01800049,929.8217861028432,925.5916807009826,920.0077164608996,0.0,9.8803e-320,295.7
783.5,3.2831164e-44,0.01800049,929.8241535967693,925.5948706034105,920.0119062669049,0.0,9.8803e-320,295.7
784.0,3.2831165e-44,0.01800049,929.8265210906953,925.5979655546245,920.0159960729102,0.0,9.8803e-320,295.7
784.5,3.2831167e-44,0.01800049,929.828866086646,925.6011579814456,920.0200858789156,0.0,9.8803e-320,295.7
785.0,3.2831169e-44,0.01800049,929.831233580572,925.6042504082665,920.0241731364222,0.0,9.8803e-320,295.7
785.5,3.283117e-44,0.01800049,929.8335785765227,925.6073428350875,920.0282629424275,0.0,9.8803e-320,295.7
786.0,3.2831172000000004e-44,0.01800049,929.8358685684241,925.6104377863015,920.0323501999343,0.0,9.8803e-320,295.7
786.5,3.2831173e-44,0.01800049,929.8382135643747,925.6135302131225,920.0363400059395,0.0,9.8803e-320,295.7
787.0,3.2831175e-44,0.01800049,929.8404810583007,925.6165226399436,920.0404272634462,0.0,9.8803e-320,295.7
787.5,3.2831176000000003e-44,0.01800049,929.8427485522268,925.6196150667645,920.0444170694515,0.0,9.8803e-320,295.7
788.0,3.2831178000000003e-44,0.01800049,929.8450160461528,925.6226100179786,920.0484068754569,0.0,9.8803e-320,295.7
788.5,3.2831179e-44,0.01800049,929.8472835400787,925.6256999204065,920.0522966814622,0.0,9.8803e-320,295.7
789.0,3.2831181e-44,0.01800049,929.8495510340048,925.6286948716205,920.0562864874676,0.0,9.8803e-320,295.7
789.5,3.2831182e-44,0.01800049,929.8517960299555,925.6316872984415,920.0601762934728,0.0,9.8803e-320,295.7
790.0,3.2831183e-44,0.01800049,929.8540635238815,925.6345822496556,920.0640660994782,0.0,9.8803e-320,295.7
790.5,3.2831184e-44,0.01800049,929.8563085198322,925.6375746764766,920.0679559054835,0.0,9.8803e-320,295.7
791.0,3.2831186e-44,0.01800049,929.8584760137581,925.6405671032976,920.0718457114888,0.0,9.8803e-320,295.7
791.5,3.2831187e-44,0.01800049,929.8607210097089,925.6434620545115,920.0757329689955,0.0,9.8803e-320,295.7
792.0,3.2831188e-44,0.01800049,929.8628885036348,925.6463570057256,920.0795253234994,0.0,9.8803e-320,295.7
792.5,3.2831189000000003e-44,0.01800049,929.865055997561,925.6493469081535,920.0834125810061,0.0,9.8803e-320,295.7
793.0,3.283119e-44,0.01800049,929.8672234914868,925.6522418593676,920.0872023870114,0.0,9.8803e-320,295.7
793.5,3.2831191000000003e-44,0.01800049,929.8693909854129,925.6551342861885,920.0909921930167,0.0,9.8803e-320,295.7
794.0,3.2831192e-44,0.01800049,929.8715584793389,925.6579292374025,920.0947819990221,0.0,9.8803e-320,295.7
794.5,3.2831193000000003e-44,0.01800049,929.8737034752896,925.6608216642236,920.0984743535261,0.0,9.8803e-320,295.7
795.0,3.2831194e-44,0.01800049,929.8758484712403,925.6637140910445,920.1022616110326,0.0,9.8803e-320,295.7
795.5,3.2831195e-44,0.01800049,929.8780159651662,925.6665090422586,920.1059539655367,0.0,9.8803e-320,295.7
796.0,3.2831196e-44,0.01800049,929.8800834590924,925.6693039934725,920.1096437715421,0.0,9.8803e-320,295.7
796.5,3.2831197e-44,0.01800049,929.882228455043,925.6720989446866,920.1133335775473,0.0,9.8803e-320,295.7
797.0,3.2831198e-44,0.01800049,929.884295948969,925.6748913715076,920.1170233835527,0.0,9.8803e-320,295.7
797.5,3.2831199e-44,0.01800049,929.8864409449197,925.6776863227216,920.120713189558,0.0,9.8803e-320,295.7
798.0,3.28312e-44,0.01800049,929.8885084388457,925.6804787495425,920.1243029955633,0.0,9.8803e-320,295.7
798.5,3.2831201e-44,0.01800049,929.8905534347964,925.6832711763635,920.1279928015687,0.0,9.8803e-320,295.7
799.0,3.2831201e-44,0.01800049,929.8926209287224,925.6859661275776,920.1315826075739,0.0,9.8803e-320,295.7
799.5,3.2831202000000004e-44,0.01800049,929.8946659246731,925.6887585543985,920.1351749620779,0.0,9.8803e-320,295.7
800.0,3.2831203e-44,0.01800049,929.8967334185992,925.6914535056125,920.1387647680833,0.0,9.8803e-320,295.7
800.5,3.2831204e-44,0.01800049,929.8987784145498,925.6941484568265,920.1422571225874,0.0,9.8803e-320,295.7
801.0,3.2831204e-44,0.01800049,929.9008234105004,925.6968408836475,920.145844380094,0.0,9.8803e-320,295.7
801.5,3.2831205e-44,0.01800049,929.9027909044265,925.6995358348615,920.149336734598,0.0,9.8803e-320,295.7
802.0,3.2831206000000003e-44,0.01800049,929.9048359003772,925.7022282616825,920.1528265406033,0.0,9.8803e-320,295.7
802.5,3.2831207e-44,0.01800049,929.9068033943031,925.7048232128966,920.1564163466086,0.0,9.8803e-320,295.7
803.0,3.2831207e-44,0.01800049,929.9088483902539,925.7075181641105,920.1598087011126,0.0,9.8803e-320,295.7
803.5,3.2831208000000003e-44,0.01800049,929.9108158841799,925.7101131153246,920.1632985071179,0.0,9.8803e-320,295.7
804.0,3.2831209e-44,0.01800049,929.9127608801306,925.7128055421456,920.1667883131232,0.0,9.8803e-320,295.7
804.5,3.2831209e-44,0.01800049,929.9147283740565,925.7153979689665,920.1701806676273,0.0,9.8803e-320,295.7
805.0,3.283121e-44,0.01800049,929.9166733700072,925.7179929201806,920.1735704736326,0.0,9.8803e-320,295.7
805.5,3.283121e-44,0.01800049,929.918618365958,925.7205878713945,920.1770602796379,0.0,9.8803e-320,295.7
806.0,3.2831211e-44,0.01800049,929.9205858598839,925.7231802982155,920.1803526341419,0.0,9.8803e-320,295.7
806.5,3.2831211e-44,0.01800049,929.9225308558346,925.7257752494295,920.1837449886459,0.0,9.8803e-320,295.7
807.0,3.2831212e-44,0.01800049,929.9243983497606,925.7282702006436,920.1871347946512,0.0,9.8803e-320,295.7
807.5,3.2831213e-44,0.01800049,929.9263433457113,925.7308626274646,920.1904271491553,0.0,9.8803e-320,295.7
808.0,3.2831213e-44,0.01800049,929.928188341662,925.7333575786786,920.1938169551605,0.0,9.8803e-320,295.7
808.5,3.2831214e-44,0.01800049,929.9301333376126,925.7358525298926,920.1971067611659,0.0,9.8803e-320,295.7
809.0,3.2831214e-44,0.01800049,929.9320008315386,925.7383474811065,920.2003991156699,0.0,9.8803e-320,295.7
809.5,3.2831214e-44,0.01800049,929.9338458274893,925.7409399079276,920.2036889216752,0.0,9.8803e-320,295.7
810.0,3.2831215000000004e-44,0.01800049,929.93579082344,925.7433373835345,920.2069812761791,0.0,9.8803e-320,295.7
810.5,3.2831215000000004e-44,0.01800049,929.9376358193906,925.7458298103555,920.2101736306831,0.0,9.8803e-320,295.7
811.0,3.2831216e-44,0.01800049,929.9394808153413,925.7483247615695,920.2134634366886,0.0,9.8803e-320,295.7
811.5,3.2831216e-44,0.01800049,929.9413483092674,925.7508171883906,920.2166557911926,0.0,9.8803e-320,295.7
812.0,3.2831217e-44,0.01800049,929.9431933052181,925.7532146639976,920.2198481456966,0.0,9.8803e-320,295.7
812.5,3.2831217e-44,0.01800049,929.944960799144,925.7556096152115,920.2230379517018,0.0,9.8803e-320,295.7
813.0,3.2831217e-44,0.01800049,929.9468057950947,925.7581020420325,920.2262303062058,0.0,9.8803e-320,295.7
813.5,3.2831218e-44,0.01800049,929.9486282930701,925.7604969932465,920.2294201122112,0.0,9.8803e-320,295.7
814.0,3.2831218e-44,0.01800049,929.9503957869962,925.7628919444605,920.2326099182164,0.0,9.8803e-320,295.7
814.5,3.2831219000000003e-44,0.01800049,929.9522407829468,925.7652868956745,920.2357048212192,0.0,9.8803e-320,295.7
815.0,3.2831219000000003e-44,0.01800049,929.9539857788975,925.7676793224955,920.2387971757231,0.0,9.8803e-320,295.7
815.5,3.2831219000000003e-44,0.01800049,929.9557532728235,925.7699767981026,920.2419844332298,0.0,9.8803e-320,295.7
816.0,3.283122e-44,0.01800049,929.9575757707988,925.7723692249235,920.2450767877339,0.0,9.8803e-320,295.7
816.5,3.283122e-44,0.01800049,929.9593207667496,925.7747641761376,920.2481691422378,0.0,9.8803e-320,295.7
817.0,3.283122e-44,0.01800049,929.9610882606755,925.7770591273515,920.2511614967418,0.0,9.8803e-320,295.7
817.5,3.2831221e-44,0.01800049,929.9628332566263,925.7793540785656,920.2542538512457,0.0,9.8803e-320,295.7
818.0,3.2831221e-44,0.01800049,929.9645782525769,925.7816515541725,920.2572462057497,0.0,9.8803e-320,295.7
818.5,3.2831221e-44,0.01800049,929.9663232485276,925.7840439809935,920.260336011755,0.0,9.8803e-320,295.7
819.0,3.2831222e-44,0.01800049,929.9679907424536,925.7863364078145,920.2633283662591,0.0,9.8803e-320,295.7
819.5,3.2831222e-44,0.01800049,929.9697132404289,925.7885338834216,920.2663207207631,0.0,9.8803e-320,295.7
820.0,3.2831222e-44,0.01800049,929.9714582363796,925.7908288346355,920.2693130752671,0.0,9.8803e-320,295.7
820.5,3.2831222e-44,0.01800049,929.9731257303057,925.7931237858495,920.2723054297711,0.0,9.8803e-320,295.7
821.0,3.2831223000000003e-44,0.01800049,929.974848228281,925.7954162126705,920.2751977842751,0.0,9.8803e-320,295.7
821.5,3.2831223000000003e-44,0.01800049,929.976515722207,925.7976136882776,920.2781901387791,0.0,9.8803e-320,295.7
822.0,3.2831223000000003e-44,0.01800049,929.9781607181576,925.7998086394915,920.281082493283,0.0,9.8803e-320,295.7
822.5,3.2831223000000003e-44,0.01800049,929.979883216133,925.8021010663125,920.2840722992884,0.0,9.8803e-320,295.7
823.0,3.2831224e-44,0.01800049,929.9815282120837,925.8042985419196,920.2869646537923,0.0,9.8803e-320,295.7
823.5,3.2831224e-44,0.01800049,929.9831957060097,925.8064934931335,920.2898570082964,0.0,9.8803e-320,295.7
824.0,3.2831224e-44,0.01800049,929.9848407019604,925.8086884443476,920.2927493628004,0.0,9.8803e-320,295.7
824.5,3.2831224e-44,0.01800049,929.986485697911,925.8108833955616,920.2956417173043,0.0,9.8803e-320,295.7
825.0,3.2831225e-44,0.01800049,929.9881081958864,925.8130783467756,920.2984340718084,0.0,9.8803e-320,295.7
825.5,3.2831225e-44,0.01800049,929.989753191837,925.8151732979895,920.3013264263124,0.0,9.8803e-320,295.7
826.0,3.2831225e-44,0.01800049,929.9913206857631,925.8173682492036,920.3041187808163,0.0,9.8803e-320,295.7
826.5,3.2831225e-44,0.01800049,929.9929656817137,925.8194657248106,920.3069111353202,0.0,9.8803e-320,295.7
827.0,3.2831225e-44,0.01800049,929.9945881796891,925.8216581516316,920.309706038323,0.0,9.8803e-320,295.7
827.5,3.2831226e-44,0.01800049,929.9961556736151,925.8237531028456,920.312498392827,0.0,9.8803e-320,295.7
828.0,3.2831226e-44,0.01800049,929.9977781715905,925.8258505784526,920.315290747331,0.0,9.8803e-320,295.7
828.5,3.2831226e-44,0.01800049,929.9993231675411,925.8279455296665,920.3180805533362,0.0,9.8803e-320,295.7
829.0,3.2831226e-44,0.01800049,930.0008681634918,925.8300404808806,920.3208729078402,0.0,9.8803e-320,295.7
829.5,3.2831226e-44,0.01800049,930.0024356574179,925.8321354320946,920.3235678108429,0.0,9.8803e-320,295.7
830.0,3.2831226e-44,0.01800049,930.0040581553932,925.8342303833085,920.3262601653469,0.0,9.8803e-320,295.7
830.5,3.2831227e-44,0.01800049,930.0056031513438,925.8363253345226,920.3290525198508,0.0,9.8803e-320,295.7
831.0,3.2831227e-44,0.01800049,930.0071481472945,925.8383228101295,920.3317448743549,0.0,9.8803e-320,295.7
831.5,3.2831227e-44,0.01800049,930.0086931432452,925.8404152369505,920.3344372288589,0.0,9.8803e-320,295.7
832.0,3.2831227e-44,0.01800049,930.0102156412205,925.8425101881646,920.3371295833629,0.0,9.8803e-320,295.7
832.5,3.2831227e-44,0.01800049,930.0117606371713,925.8445076637715,920.3397244863655,0.0,9.8803e-320,295.7
833.0,3.2831227e-44,0.01800049,930.0132281310972,925.8465026149856,920.3424168408695,0.0,9.8803e-320,295.7
833.5,3.2831227e-44,0.01800049,930.0147506290725,925.8484975661996,920.3451091953735,0.0,9.8803e-320,295.7
834.0,3.2831228e-44,0.01800049,930.0162956250232,925.8504950418065,920.3477015498776,0.0,9.8803e-320,295.7
834.5,3.2831228e-44,0.01800049,930.0177406209739,925.8524899930206,920.3502964528801,0.0,9.8803e-320,295.7
835.0,3.2831228e-44,0.01800049,930.0192631189493,925.8544849442345,920.3528888073841,0.0,9.8803e-320,295.7
835.5,3.2831228e-44,0.01800049,930.0207306128752,925.8564798954486,920.3555786133895,0.0,9.8803e-320,295.7
836.0,3.2831228e-44,0.01800049,930.0222531108506,925.8584748466626,920.358076064891,0.0,9.8803e-320,295.7
836.5,3.2831228e-44,0.01800049,930.0236981068012,925.8604697978765,920.3606684193949,0.0,9.8803e-320,295.7
837.0,3.2831228e-44,0.01800049,930.0251431027519,925.8623672734836,920.3632607738988,0.0,9.8803e-320,295.7
837.5,3.2831228e-44,0.01800049,930.0265880987026,925.8643622246975,920.3658531284028,0.0,9.8803e-320,295.7
838.0,3.2831229e-44,0.01800049,930.0281105966781,925.8662571759115,920.3683454829068,0.0,9.8803e-320,295.7
838.5,3.2831229e-44,0.01800049,930.0295555926286,925.8681546515186,920.3708403859096,0.0,9.8803e-320,295.7
