s,C,C,C,kg/m2/s,m,kW/m2,kW/m2
Time,"Tz0","Tz3","Tz6","MLR","thick","radiative hf","incident hf"
 3.4651000E+002, 5.3412670E+002, 4.8334834E+002, 4.5139006E+002, 8.1536439E-003, 1.8000045E-002, 2.6365801E+001, 5.0448075E+001
 3.4701000E+002, 5.3430414E+002, 4.8358235E+002, 4.5161398E+002, 8.1439933E-003, 1.8000046E-002, 2.6344621E+001, 5.0448075E+001
 3.4751000E+002, 5.3448186E+002, 4.8381737E+002, 4.5183887E+002, 8.1343016E-003, 1.8000046E-002, 2.6323395E+001, 5.0448075E+001
 3.4801000E+002, 5.3466061E+002, 4.8405345E+002, 4.5206448E+002, 8.1245374E-003, 1.8000047E-002, 2.6302031E+001, 5.0448075E+001
 3.4851000E+002, 5.3483948E+002, 4.8429015E+002, 4.5229114E+002, 8.1146955E-003, 1.8000048E-002, 2.6280637E+001, 5.0448075E+001
 3.4901000E+002, 5.3501860E+002, 4.8452776E+002, 4.5251864E+002, 8.1048151E-003, 1.8000049E-002, 2.6259199E+001, 5.0448075E+001
 3.4951000E+002, 5.3519811E+002, 4.8476536E+002, 4.5274737E+002, 8.0948533E-003, 1.8000049E-002, 2.6237703E+001, 5.0448075E+001
 3.5001000E+002, 5.3537822E+002, 4.8500456E+002, 4.5297687E+002, 8.0848399E-003, 1.8000050E-002, 2.6216119E+001, 5.0448075E+001
 3.5051000E+002, 5.3555931E+002, 4.8524467E+002, 4.5320746E+002, 8.0747561E-003, 1.8000051E-002, 2.6194402E+001, 5.0448075E+001
 3.5101000E+002, 5.3574061E+002, 4.8548539E+002, 4.5343899E+002, 8.0646087E-003, 1.8000052E-002, 2.6172647E+001, 5.0448075E+001
 3.5151000E+002, 5.3592233E+002, 4.8572655E+002, 4.5367182E+002, 8.0543840E-003, 1.8000052E-002, 2.6150825E+001, 5.0448075E+001
 3.5201000E+002, 5.3610444E+002, 4.8596877E+002, 4.5390543E+002, 8.0440980E-003, 1.8000053E-002, 2.6128942E+001, 5.0448075E+001
 3.5251000E+002, 5.3628726E+002, 4.8621230E+002, 4.5414007E+002, 8.0337330E-003, 1.8000054E-002, 2.6106960E+001, 5.0448075E+001
 3.5301000E+002, 5.3647041E+002, 4.8645643E+002, 4.5437585E+002, 8.0233265E-003, 1.8000055E-002, 2.6084923E+001, 5.0448075E+001
 3.5351000E+002, 5.3665458E+002, 4.8670123E+002, 4.5461274E+002, 8.0128285E-003, 1.8000055E-002, 2.6062746E+001, 5.0448075E+001
 3.5401000E+002, 5.3683884E+002, 4.8694678E+002, 4.5485078E+002, 8.0022550E-003, 1.8000056E-002, 2.6040545E+001, 5.0448075E+001
 3.5451000E+002, 5.3702379E+002, 4.8719399E+002, 4.5508990E+002, 7.9916117E-003, 1.8000057E-002, 2.6018246E+001, 5.0448075E+001
 3.5501000E+002, 5.3720916E+002, 4.8744173E+002, 4.5533020E+002, 7.9808928E-003, 1.8000058E-002, 2.5995882E+001, 5.0448075E+001
 3.5551000E+002, 5.3739533E+002, 4.8769013E+002, 4.5557165E+002, 7.9701011E-003, 1.8000059E-002, 2.5973404E+001, 5.0448075E+001
 3.5601000E+002, 5.3758240E+002, 4.8793962E+002, 4.5581444E+002, 7.9592355E-003, 1.8000059E-002, 2.5950801E+001, 5.0448075E+001
 3.5651000E+002, 5.3776981E+002, 4.8819052E+002, 4.5605819E+002, 7.9482777E-003, 1.8000060E-002, 2.5928144E+001, 5.0448075E+001
 3.5701000E+002, 5.3795769E+002, 4.8844205E+002, 4.5630322E+002, 7.9372555E-003, 1.8000061E-002, 2.5905413E+001, 5.0448075E+001
 3.5751000E+002, 5.3814620E+002, 4.8869443E+002, 4.5654943E+002, 7.9261436E-003, 1.8000062E-002, 2.5882590E+001, 5.0448075E+001
 3.5801000E+002, 5.3833537E+002, 4.8894779E+002, 4.5679711E+002, 7.9149529E-003, 1.8000062E-002, 2.5859669E+001, 5.0448075E+001
 3.5851000E+002, 5.3852524E+002, 4.8920291E+002, 4.5704591E+002, 7.9036902E-003, 1.8000063E-002, 2.5836650E+001, 5.0448075E+001
 3.5901000E+002, 5.3871608E+002, 4.8945864E+002, 4.5729605E+002, 7.8923332E-003, 1.8000064E-002, 2.5813497E+001, 5.0448075E+001
 3.5951000E+002, 5.3890730E+002, 4.8971504E+002, 4.5754751E+002, 7.8808819E-003, 1.8000065E-002, 2.5790280E+001, 5.0448075E+001
 3.6001000E+002, 5.3909903E+002, 4.8997286E+002, 4.5780048E+002, 7.8693571E-003, 1.8000066E-002, 2.5766985E+001, 5.0448075E+001
 3.6051000E+002, 5.3929165E+002, 4.9023202E+002, 4.5805460E+002, 7.8577214E-003, 1.8000066E-002, 2.5743567E+001, 5.0448075E+001
 3.6101000E+002, 5.3948513E+002, 4.9049225E+002, 4.5831010E+002, 7.8460287E-003, 1.8000067E-002, 2.5720024E+001, 5.0448075E+001
 3.6151000E+002, 5.3967937E+002, 4.9075303E+002, 4.5856701E+002, 7.8342195E-003, 1.8000068E-002, 2.5696376E+001, 5.0448075E+001
 3.6201000E+002, 5.3987440E+002, 4.9101544E+002, 4.5882552E+002, 7.8223264E-003, 1.8000069E-002, 2.5672612E+001, 5.0448075E+001
 3.6251000E+002, 5.4006969E+002, 4.9127933E+002, 4.5908537E+002, 7.8103275E-003, 1.8000070E-002, 2.5648799E+001, 5.0448075E+001
 3.6301000E+002, 5.4026620E+002, 4.9154395E+002, 4.5934666E+002, 7.7982447E-003, 1.8000070E-002, 2.5624821E+001, 5.0448075E+001
 3.6351000E+002, 5.4046313E+002, 4.9180969E+002, 4.5960967E+002, 7.7860600E-003, 1.8000071E-002, 2.5600775E+001, 5.0448075E+001
 3.6401000E+002, 5.4066143E+002, 4.9207709E+002, 4.5987406E+002, 7.7737801E-003, 1.8000072E-002, 2.5576543E+001, 5.0448075E+001
 3.6451000E+002, 5.4086013E+002, 4.9234571E+002, 4.6014004E+002, 7.7613863E-003, 1.8000073E-002, 2.5552244E+001, 5.0448075E+001
 3.6501000E+002, 5.4105972E+002, 4.9261534E+002, 4.6040746E+002, 7.7488966E-003, 1.8000074E-002, 2.5527818E+001, 5.0448075E+001
 3.6551000E+002, 5.4126003E+002, 4.9288601E+002, 4.6067673E+002, 7.7362940E-003, 1.8000074E-002, 2.5503289E+001, 5.0448075E+001
 3.6601000E+002, 5.4146151E+002, 4.9315892E+002, 4.6094746E+002, 7.7235983E-003, 1.8000075E-002, 2.5478594E+001, 5.0448075E+001
 3.6651000E+002, 5.4166394E+002, 4.9343274E+002, 4.6121994E+002, 7.7107819E-003, 1.8000076E-002, 2.5453767E+001, 5.0448075E+001
 3.6701000E+002, 5.4186710E+002, 4.9370750E+002, 4.6149414E+002, 7.6978513E-003, 1.8000077E-002, 2.5428830E+001, 5.0448075E+001
 3.6751000E+002, 5.4207111E+002, 4.9398412E+002, 4.6177018E+002, 7.6848149E-003, 1.8000078E-002, 2.5403773E+001, 5.0448075E+001
 3.6801000E+002, 5.4227600E+002, 4.9426215E+002, 4.6204786E+002, 7.6716490E-003, 1.8000079E-002, 2.5378585E+001, 5.0448075E+001
 3.6851000E+002, 5.4248207E+002, 4.9454166E+002, 4.6232719E+002, 7.6583888E-003, 1.8000079E-002, 2.5353237E+001, 5.0448075E+001
 3.6901000E+002, 5.4268880E+002, 4.9482211E+002, 4.6260853E+002, 7.6449946E-003, 1.8000080E-002, 2.5327784E+001, 5.0448075E+001
 3.6951000E+002, 5.4289709E+002, 4.9510479E+002, 4.6289168E+002, 7.6314781E-003, 1.8000081E-002, 2.5302122E+001, 5.0448075E+001
 3.7001000E+002, 5.4310538E+002, 4.9538885E+002, 4.6317672E+002, 7.6178287E-003, 1.8000082E-002, 2.5276441E+001, 5.0448075E+001
 3.7051000E+002, 5.4331569E+002, 4.9567405E+002, 4.6346370E+002, 7.6040612E-003, 1.8000083E-002, 2.5250490E+001, 5.0448075E+001
 3.7101000E+002, 5.4352670E+002, 4.9596117E+002, 4.6375276E+002, 7.5901700E-003, 1.8000084E-002, 2.5224434E+001, 5.0448075E+001
 3.7151000E+002, 5.4373909E+002, 4.9624994E+002, 4.6404373E+002, 7.5761281E-003, 1.8000084E-002, 2.5198184E+001, 5.0448075E+001
 3.7201000E+002, 5.4395224E+002, 4.9654016E+002, 4.6433655E+002, 7.5619595E-003, 1.8000085E-002, 2.5171822E+001, 5.0448075E+001
 3.7251000E+002, 5.4416633E+002, 4.9683203E+002, 4.6463169E+002, 7.5476622E-003, 1.8000086E-002, 2.5145321E+001, 5.0448075E+001
 3.7301000E+002, 5.4438174E+002, 4.9712592E+002, 4.6492882E+002, 7.5332104E-003, 1.8000087E-002, 2.5118638E+001, 5.0448075E+001
 3.7351000E+002, 5.4459845E+002, 4.9742139E+002, 4.6522813E+002, 7.5186243E-003, 1.8000088E-002, 2.5091771E+001, 5.0448075E+001
 3.7401000E+002, 5.4481632E+002, 4.9771853E+002, 4.6552972E+002, 7.5038939E-003, 1.8000089E-002, 2.5064739E+001, 5.0448075E+001
 3.7451000E+002, 5.4503526E+002, 4.9801751E+002, 4.6583356E+002, 7.4889978E-003, 1.8000090E-002, 2.5037554E+001, 5.0448075E+001
 3.7501000E+002, 5.4525553E+002, 4.9831857E+002, 4.6613963E+002, 7.4739536E-003, 1.8000091E-002, 2.5010179E+001, 5.0448075E+001
 3.7551000E+002, 5.4547697E+002, 4.9862118E+002, 4.6644787E+002, 7.4587618E-003, 1.8000092E-002, 2.4982639E+001, 5.0448075E+001
 3.7601000E+002, 5.4570008E+002, 4.9892566E+002, 4.6675870E+002, 7.4434128E-003, 1.8000092E-002, 2.4954867E+001, 5.0448075E+001
 3.7651000E+002, 5.4592417E+002, 4.9923271E+002, 4.6707190E+002, 7.4278830E-003, 1.8000093E-002, 2.4926952E+001, 5.0448075E+001
 3.7701000E+002, 5.4614965E+002, 4.9954119E+002, 4.6738748E+002, 7.4121964E-003, 1.8000094E-002, 2.4898840E+001, 5.0448075E+001
 3.7751000E+002, 5.4637627E+002, 4.9985167E+002, 4.6770581E+002, 7.3963406E-003, 1.8000095E-002, 2.4870561E+001, 5.0448075E+001
 3.7801000E+002, 5.4660466E+002, 5.0016456E+002, 4.6802658E+002, 7.3803132E-003, 1.8000096E-002, 2.4842038E+001, 5.0448075E+001
 3.7851000E+002, 5.4683446E+002, 5.0047968E+002, 4.6834981E+002, 7.3641014E-003, 1.8000097E-002, 2.4813316E+001, 5.0448075E+001
 3.7901000E+002, 5.4706545E+002, 5.0079615E+002, 4.6867597E+002, 7.3477082E-003, 1.8000098E-002, 2.4784419E+001, 5.0448075E+001
 3.7951000E+002, 5.4729811E+002, 5.0111560E+002, 4.6900472E+002, 7.3311255E-003, 1.8000099E-002, 2.4755290E+001, 5.0448075E+001
 3.8001000E+002, 5.4753242E+002, 5.0143728E+002, 4.6933628E+002, 7.3143621E-003, 1.8000100E-002, 2.4725929E+001, 5.0448075E+001
 3.8051000E+002, 5.4776828E+002, 5.0176086E+002, 4.6967089E+002, 7.2973910E-003, 1.8000101E-002, 2.4696349E+001, 5.0448075E+001
 3.8101000E+002, 5.4800563E+002, 5.0208691E+002, 4.7000827E+002, 7.2802214E-003, 1.8000102E-002, 2.4666557E+001, 5.0448075E+001
 3.8151000E+002, 5.4824461E+002, 5.0241572E+002, 4.7034846E+002, 7.2628466E-003, 1.8000103E-002, 2.4636532E+001, 5.0448075E+001
 3.8201000E+002, 5.4848513E+002, 5.0274645E+002, 4.7069194E+002, 7.2452714E-003, 1.8000104E-002, 2.4606288E+001, 5.0448075E+001
 3.8251000E+002, 5.4872762E+002, 5.0307996E+002, 4.7103842E+002, 7.2274737E-003, 1.8000105E-002, 2.4575771E+001, 5.0448075E+001
 3.8301000E+002, 5.4897170E+002, 5.0341626E+002, 4.7138808E+002, 7.2094564E-003, 1.8000106E-002, 2.4545024E+001, 5.0448075E+001
 3.8351000E+002, 5.4921757E+002, 5.0375467E+002, 4.7174112E+002, 7.1912078E-003, 1.8000107E-002, 2.4514025E+001, 5.0448075E+001
 3.8401000E+002, 5.4946530E+002, 5.0409604E+002, 4.7209744E+002, 7.1727352E-003, 1.8000108E-002, 2.4482764E+001, 5.0448075E+001
 3.8451000E+002, 5.4971508E+002, 5.0444038E+002, 4.7245698E+002, 7.1540220E-003, 1.8000108E-002, 2.4451215E+001, 5.0448075E+001
 3.8501000E+002, 5.4996657E+002, 5.0478681E+002, 4.7282016E+002, 7.1350632E-003, 1.8000109E-002, 2.4419422E+001, 5.0448075E+001
 3.8551000E+002, 5.5022014E+002, 5.0513672E+002, 4.7318685E+002, 7.1158557E-003, 1.8000111E-002, 2.4387336E+001, 5.0448075E+001
 3.8601000E+002, 5.5047547E+002, 5.0548958E+002, 4.7355728E+002, 7.0963891E-003, 1.8000111E-002, 2.4354998E+001, 5.0448075E+001
 3.8651000E+002, 5.5073325E+002, 5.0584492E+002, 4.7393145E+002, 7.0766674E-003, 1.8000112E-002, 2.4322318E+001, 5.0448075E+001
 3.8701000E+002, 5.5099292E+002, 5.0620386E+002, 4.7430920E+002, 7.0566628E-003, 1.8000113E-002, 2.4289368E+001, 5.0448075E+001
 3.8751000E+002, 5.5125465E+002, 5.0656556E+002, 4.7469107E+002, 7.0363898E-003, 1.8000115E-002, 2.4256124E+001, 5.0448075E+001
 3.8801000E+002, 5.5151871E+002, 5.0693051E+002, 4.7507688E+002, 7.0158233E-003, 1.8000116E-002, 2.4222554E+001, 5.0448075E+001
 3.8851000E+002, 5.5178504E+002, 5.0729925E+002, 4.7546682E+002, 6.9949722E-003, 1.8000116E-002, 2.4188661E+001, 5.0448075E+001
 3.8901000E+002, 5.5205373E+002, 5.0767055E+002, 4.7586107E+002, 6.9738064E-003, 1.8000118E-002, 2.4154436E+001, 5.0448075E+001
 3.8951000E+002, 5.5232476E+002, 5.0804598E+002, 4.7625938E+002, 6.9523381E-003, 1.8000119E-002, 2.4119878E+001, 5.0448075E+001
 3.9001000E+002, 5.5259806E+002, 5.0842469E+002, 4.7666230E+002, 6.9305594E-003, 1.8000120E-002, 2.4084996E+001, 5.0448075E+001
 3.9051000E+002, 5.5287420E+002, 5.0880675E+002, 4.7706969E+002, 6.9084388E-003, 1.8000121E-002, 2.4049718E+001, 5.0448075E+001
 3.9101000E+002, 5.5315259E+002, 5.0919302E+002, 4.7748177E+002, 6.8859815E-003, 1.8000122E-002, 2.4014115E+001, 5.0448075E+001
 3.9151000E+002, 5.5343375E+002, 5.0958285E+002, 4.7789872E+002, 6.8631799E-003, 1.8000123E-002, 2.3978123E+001, 5.0448075E+001
 3.9201000E+002, 5.5371779E+002, 5.0997654E+002, 4.7832031E+002, 6.8400176E-003, 1.8000124E-002, 2.3941722E+001, 5.0448075E+001
 3.9251000E+002, 5.5400434E+002, 5.1037454E+002, 4.7874712E+002, 6.8164891E-003, 1.8000125E-002, 2.3904965E+001, 5.0448075E+001
 3.9301000E+002, 5.5429389E+002, 5.1077608E+002, 4.7917904E+002, 6.7925750E-003, 1.8000126E-002, 2.3867782E+001, 5.0448075E+001
 3.9351000E+002, 5.5458615E+002, 5.1118250E+002, 4.7961636E+002, 6.7682726E-003, 1.8000127E-002, 2.3830213E+001, 5.0448075E+001
 3.9401000E+002, 5.5488169E+002, 5.1159284E+002, 4.8005909E+002, 6.7435659E-003, 1.8000128E-002, 2.3792180E+001, 5.0448075E+001
 3.9451000E+002, 5.5518011E+002, 5.1200773E+002, 4.8050730E+002, 6.7184350E-003, 1.8000129E-002, 2.3753738E+001, 5.0448075E+001
 3.9501000E+002, 5.5548187E+002, 5.1242745E+002, 4.8096140E+002, 6.6928756E-003, 1.8000131E-002, 2.3714822E+001, 5.0448075E+001
 3.9551000E+002, 5.5578679E+002, 5.1285132E+002, 4.8142139E+002, 6.6668768E-003, 1.8000132E-002, 2.3675452E+001, 5.0448075E+001
 3.9601000E+002, 5.5609520E+002, 5.1328061E+002, 4.8188763E+002, 6.6404071E-003, 1.8000133E-002, 2.3635594E+001, 5.0448075E+001
 3.9651000E+002, 5.5640673E+002, 5.1371456E+002, 4.8235986E+002, 6.6134669E-003, 1.8000134E-002, 2.3595284E+001, 5.0448075E+001
 3.9701000E+002, 5.5672220E+002, 5.1415373E+002, 4.8283876E+002, 6.5860393E-003, 1.8000135E-002, 2.3554416E+001, 5.0448075E+001
 3.9751000E+002, 5.5704100E+002, 5.1459807E+002, 4.8332422E+002, 6.5581024E-003, 1.8000136E-002, 2.3513072E+001, 5.0448075E+001
 3.9801000E+002, 5.5736376E+002, 5.1504790E+002, 4.8381671E+002, 6.5296282E-003, 1.8000138E-002, 2.3471165E+001, 5.0448075E+001
 3.9851000E+002, 5.5769047E+002, 5.1550335E+002, 4.8431604E+002, 6.5006170E-003, 1.8000139E-002, 2.3428695E+001, 5.0448075E+001
 3.9901000E+002, 5.5802104E+002, 5.1596443E+002, 4.8482278E+002, 6.4710460E-003, 1.8000140E-002, 2.3385674E+001, 5.0448075E+001
 3.9951000E+002, 5.5835569E+002, 5.1643162E+002, 4.8533698E+002, 6.4408847E-003, 1.8000141E-002, 2.3342069E+001, 5.0448075E+001
 4.0001000E+002, 5.5869464E+002, 5.1690459E+002, 4.8585910E+002, 6.4101194E-003, 1.8000142E-002, 2.3297851E+001, 5.0448075E+001
 4.0051000E+002, 5.5903786E+002, 5.1738437E+002, 4.8638896E+002, 6.3787208E-003, 1.8000144E-002, 2.3253021E+001, 5.0448075E+001
 4.0101000E+002, 5.5938569E+002, 5.1787022E+002, 4.8692726E+002, 6.3466767E-003, 1.8000145E-002, 2.3207528E+001, 5.0448075E+001
 4.0151000E+002, 5.5973821E+002, 5.1836295E+002, 4.8747406E+002, 6.3139560E-003, 1.8000146E-002, 2.3161368E+001, 5.0448075E+001
 4.0201000E+002, 5.6009566E+002, 5.1886229E+002, 4.8802976E+002, 6.2805231E-003, 1.8000147E-002, 2.3114501E+001, 5.0448075E+001
 4.0251000E+002, 5.6045753E+002, 5.1936931E+002, 4.8859445E+002, 6.2463668E-003, 1.8000149E-002, 2.3066994E+001, 5.0448075E+001
 4.0301000E+002, 5.6082511E+002, 5.1988336E+002, 4.8916864E+002, 6.2114514E-003, 1.8000150E-002, 2.3018674E+001, 5.0448075E+001
 4.0351000E+002, 5.6119755E+002, 5.2040520E+002, 4.8975273E+002, 6.1757436E-003, 1.8000151E-002, 2.2969651E+001, 5.0448075E+001
 4.0401000E+002, 5.6157584E+002, 5.2093457E+002, 4.9034672E+002, 6.1392177E-003, 1.8000153E-002, 2.2919788E+001, 5.0448075E+001
 4.0451000E+002, 5.6195963E+002, 5.2147246E+002, 4.9095130E+002, 6.1018287E-003, 1.8000154E-002, 2.2869134E+001, 5.0448075E+001
 4.0501000E+002, 5.6234925E+002, 5.2201878E+002, 4.9156674E+002, 6.0635474E-003, 1.8000155E-002, 2.2817636E+001, 5.0448075E+001
 4.0551000E+002, 5.6274505E+002, 5.2257379E+002, 4.9219344E+002, 6.0243373E-003, 1.8000157E-002, 2.2765250E+001, 5.0448075E+001
 4.0601000E+002, 5.6314665E+002, 5.2313770E+002, 4.9283179E+002, 5.9841514E-003, 1.8000158E-002, 2.2712021E+001, 5.0448075E+001
 4.0651000E+002, 5.6355546E+002, 5.2371122E+002, 4.9348228E+002, 5.9429502E-003, 1.8000160E-002, 2.2657756E+001, 5.0448075E+001
 4.0701000E+002, 5.6397118E+002, 5.2429429E+002, 4.9414537E+002, 5.9006945E-003, 1.8000161E-002, 2.2602491E+001, 5.0448075E+001
 4.0751000E+002, 5.6439252E+002, 5.2488761E+002, 4.9482151E+002, 5.8573325E-003, 1.8000163E-002, 2.2546399E+001, 5.0448075E+001
 4.0801000E+002, 5.6482257E+002, 5.2549142E+002, 4.9551128E+002, 5.8128048E-003, 1.8000164E-002, 2.2489057E+001, 5.0448075E+001
 4.0851000E+002, 5.6525981E+002, 5.2610592E+002, 4.9621523E+002, 5.7670679E-003, 1.8000166E-002, 2.2430666E+001, 5.0448075E+001
 4.0901000E+002, 5.6570439E+002, 5.2673178E+002, 4.9693385E+002, 5.7200632E-003, 1.8000167E-002, 2.2371204E+001, 5.0448075E+001
 4.0951000E+002, 5.6615758E+002, 5.2736955E+002, 4.9766789E+002, 5.6717221E-003, 1.8000169E-002, 2.2310491E+001, 5.0448075E+001
 4.1001000E+002, 5.6661904E+002, 5.2801949E+002, 4.9841785E+002, 5.6219880E-003, 1.8000170E-002, 2.2248568E+001, 5.0448075E+001
 4.1051000E+002, 5.6708936E+002, 5.2868209E+002, 4.9918446E+002, 5.5707873E-003, 1.8000172E-002, 2.2185356E+001, 5.0448075E+001
 4.1101000E+002, 5.6756878E+002, 5.2935808E+002, 4.9996863E+002, 5.5180461E-003, 1.8000173E-002, 2.2120807E+001, 5.0448075E+001
 4.1151000E+002, 5.6805796E+002, 5.3004780E+002, 5.0077077E+002, 5.4636878E-003, 1.8000175E-002, 2.2054832E+001, 5.0448075E+001
 4.1201000E+002, 5.6855692E+002, 5.3075189E+002, 5.0159203E+002, 5.4076265E-003, 1.8000177E-002, 2.1987420E+001, 5.0448075E+001
 4.1251000E+002, 5.6906625E+002, 5.3147109E+002, 5.0243309E+002, 5.3497762E-003, 1.8000178E-002, 2.1918483E+001, 5.0448075E+001
 4.1301000E+002, 5.6958642E+002, 5.3220602E+002, 5.0329487E+002, 5.2900337E-003, 1.8000180E-002, 2.1847949E+001, 5.0448075E+001
 4.1351000E+002, 5.7011811E+002, 5.3295720E+002, 5.0417849E+002, 5.2283035E-003, 1.8000182E-002, 2.1775721E+001, 5.0448075E+001
 4.1401000E+002, 5.7066131E+002, 5.3372574E+002, 5.0508482E+002, 5.1644787E-003, 1.8000184E-002, 2.1701786E+001, 5.0448075E+001
 4.1451000E+002, 5.7121711E+002, 5.3451206E+002, 5.0601510E+002, 5.0984332E-003, 1.8000186E-002, 2.1625990E+001, 5.0448075E+001
 4.1501000E+002, 5.7178582E+002, 5.3531720E+002, 5.0697032E+002, 5.0300528E-003, 1.8000187E-002, 2.1548279E+001, 5.0448075E+001
 4.1551000E+002, 5.7236806E+002, 5.3614198E+002, 5.0795196E+002, 4.9591959E-003, 1.8000189E-002, 2.1468556E+001, 5.0448075E+001
 4.1601000E+002, 5.7296437E+002, 5.3698738E+002, 5.0896114E+002, 4.8857256E-003, 1.8000191E-002, 2.1386735E+001, 5.0448075E+001
 4.1651000E+002, 5.7357561E+002, 5.3785440E+002, 5.0999949E+002, 4.8094887E-003, 1.8000193E-002, 2.1302688E+001, 5.0448075E+001
 4.1701000E+002, 5.7420260E+002, 5.3874403E+002, 5.1106831E+002, 4.7303232E-003, 1.8000195E-002, 2.1216286E+001, 5.0448075E+001
 4.1751000E+002, 5.7484572E+002, 5.3965764E+002, 5.1216938E+002, 4.6480541E-003, 1.8000197E-002, 2.1127462E+001, 5.0448075E+001
 4.1801000E+002, 5.7550615E+002, 5.4059618E+002, 5.1330429E+002, 4.5625007E-003, 1.8000200E-002, 2.1036036E+001, 5.0448075E+001
 4.1851000E+002, 5.7618474E+002, 5.4156104E+002, 5.1447497E+002, 4.4734676E-003, 1.8000202E-002, 2.0941877E+001, 5.0448075E+001
 4.1901000E+002, 5.7688217E+002, 5.4255359E+002, 5.1568330E+002, 4.3807434E-003, 1.8000204E-002, 2.0844868E+001, 5.0448075E+001
 4.1951000E+002, 5.7759964E+002, 5.4357528E+002, 5.1693131E+002, 4.2841117E-003, 1.8000206E-002, 2.0744821E+001, 5.0448075E+001
 4.2001000E+002, 5.7833829E+002, 5.4462754E+002, 5.1822135E+002, 4.1833452E-003, 1.8000209E-002, 2.0641560E+001, 5.0448075E+001
 4.2051000E+002, 5.7909881E+002, 5.4571220E+002, 5.1955558E+002, 4.0782013E-003, 1.8000211E-002, 2.0534956E+001, 5.0448075E+001
 4.2101000E+002, 5.7988297E+002, 5.4683079E+002, 5.2093648E+002, 3.9684321E-003, 1.8000214E-002, 2.0424743E+001, 5.0448075E+001
 4.2151000E+002, 5.8069141E+002, 5.4798528E+002, 5.2236673E+002, 3.8537772E-003, 1.8000216E-002, 2.0310801E+001, 5.0448075E+001
 4.2201000E+002, 5.8152596E+002, 5.4917741E+002, 5.2384890E+002, 3.7339806E-003, 1.8000219E-002, 2.0192838E+001, 5.0448075E+001
 4.2251000E+002, 5.8238782E+002, 5.5040936E+002, 5.2538595E+002, 3.6087902E-003, 1.8000222E-002, 2.0070653E+001, 5.0448075E+001
 4.2301000E+002, 5.8327824E+002, 5.5168299E+002, 5.2698066E+002, 3.4779494E-003, 1.8000225E-002, 1.9944030E+001, 5.0448075E+001
 4.2351000E+002, 5.8419907E+002, 5.5300065E+002, 5.2863610E+002, 3.3412295E-003, 1.8000228E-002, 1.9812670E+001, 5.0448075E+001
 4.2401000E+002, 5.8515152E+002, 5.5436434E+002, 5.3035530E+002, 3.1984337E-003, 1.8000231E-002, 1.9676351E+001, 5.0448075E+001
 4.2451000E+002, 5.8613756E+002, 5.5577641E+002, 5.3214113E+002, 3.0494010E-003, 1.8000234E-002, 1.9534748E+001, 5.0448075E+001
 4.2501000E+002, 5.8715846E+002, 5.5723897E+002, 5.3399651E+002, 2.8940484E-003, 1.8000238E-002, 1.9387625E+001, 5.0448075E+001
 4.2551000E+002, 5.8821611E+002, 5.5875412E+002, 5.3592408E+002, 2.7323822E-003, 1.8000242E-002, 1.9234652E+001, 5.0448075E+001
 4.2601000E+002, 5.8931171E+002, 5.6032388E+002, 5.3792611E+002, 2.5645354E-003, 1.8000245E-002, 1.9075596E+001, 5.0448075E+001
 4.2651000E+002, 5.9044731E+002, 5.6194993E+002, 5.4000438E+002, 2.3908107E-003, 1.8000249E-002, 1.8910095E+001, 5.0448075E+001
 4.2701000E+002, 5.9162358E+002, 5.6363369E+002, 5.4215990E+002, 2.2117270E-003, 1.8000254E-002, 1.8737971E+001, 5.0448075E+001
 4.2751000E+002, 5.9284185E+002, 5.6537599E+002, 5.4439270E+002, 2.0280696E-003, 1.8000258E-002, 1.8558964E+001, 5.0448075E+001
 4.2801000E+002, 5.9410279E+002, 5.6717701E+002, 5.4670147E+002, 1.8409450E-003, 1.8000263E-002, 1.8372884E+001, 5.0448075E+001
 4.2851000E+002, 5.9540667E+002, 5.6903618E+002, 5.4908320E+002, 1.6518328E-003, 1.8000268E-002, 1.8179613E+001, 5.0448075E+001
 4.2901000E+002, 5.9675298E+002, 5.7095161E+002, 5.5153287E+002, 1.4626262E-003, 1.8000273E-002, 1.7979133E+001, 5.0448075E+001
 4.2951000E+002, 5.9814062E+002, 5.7292014E+002, 5.5404320E+002, 1.2756368E-003, 1.8000279E-002, 1.7771518E+001, 5.0448075E+001
 4.3001000E+002, 5.9956743E+002, 5.7493714E+002, 5.5660423E+002, 1.0935609E-003, 1.8000286E-002, 1.7557002E+001, 5.0448075E+001
 4.3051000E+002, 6.0102994E+002, 5.7699604E+002, 5.5920323E+002, 9.1938186E-004, 1.8000292E-002, 1.7336014E+001, 5.0448075E+001
 4.3101000E+002, 6.0252397E+002, 5.7908858E+002, 5.6182505E+002, 7.5619760E-004, 1.8000300E-002, 1.7109110E+001, 5.0448075E+001
 4.3151000E+002, 6.0404330E+002, 5.8120456E+002, 5.6445230E+002, 6.0697246E-004, 1.8000308E-002, 1.6877157E+001, 5.0448075E+001
 4.3201000E+002, 6.0558092E+002, 5.8333227E+002, 5.6706624E+002, 4.7423726E-004, 1.8000317E-002, 1.6641171E+001, 5.0448075E+001
 4.3251000E+002, 6.0712837E+002, 5.8545877E+002, 5.6964789E+002, 3.5978612E-004, 1.8000326E-002, 1.6402408E+001, 5.0448075E+001
 4.3301000E+002, 6.0867665E+002, 5.8757063E+002, 5.7217926E+002, 2.6443204E-004, 1.8000337E-002, 1.6162241E+001, 5.0448075E+001
