s,C,C,C,kg/m2/s,m,kW/m2,kW/m2
Time,"Tz0","Tz3","Tz6","MLR","thick","radiative hf","incident hf"
 1.7251000E+002, 4.7526403E+002, 3.7313506E+002, 2.8430219E+002, 3.8224658E-002, 1.8000000E-002, 3.2658083E+001, 5.0448075E+001
 1.7301000E+002, 4.7541722E+002, 3.7361358E+002, 2.8493809E+002, 3.8333434E-002, 1.8000000E-002, 3.2643510E+001, 5.0448075E+001
 1.7351000E+002, 4.7556521E+002, 3.7409064E+002, 2.8556681E+002, 3.8435482E-002, 1.8000000E-002, 3.2629425E+001, 5.0448075E+001
 1.7401000E+002, 4.7571631E+002, 3.7456644E+002, 2.8618846E+002, 3.8530989E-002, 1.8000000E-002, 3.2615040E+001, 5.0448075E+001
 1.7451000E+002, 4.7586800E+002, 3.7503927E+002, 2.8680351E+002, 3.8619685E-002, 1.8000000E-002, 3.2600583E+001, 5.0448075E+001
 1.7501000E+002, 4.7601485E+002, 3.7550996E+002, 2.8741221E+002, 3.8701382E-002, 1.8000000E-002, 3.2586581E+001, 5.0448075E+001
 1.7551000E+002, 4.7616495E+002, 3.7597824E+002, 2.8801502E+002, 3.8776178E-002, 1.8000000E-002, 3.2572265E+001, 5.0448075E+001
 1.7601000E+002, 4.7631519E+002, 3.7644600E+002, 2.8861219E+002, 3.8843828E-002, 1.8000000E-002, 3.2557921E+001, 5.0448075E+001
 1.7651000E+002, 4.7646155E+002, 3.7691056E+002, 2.8920411E+002, 3.8904442E-002, 1.8000000E-002, 3.2543943E+001, 5.0448075E+001
 1.7701000E+002, 4.7660964E+002, 3.7737365E+002, 2.8979129E+002, 3.8957817E-002, 1.8000000E-002, 3.2529791E+001, 5.0448075E+001
 1.7751000E+002, 4.7675803E+002, 3.7783354E+002, 2.9037386E+002, 3.9004025E-002, 1.8000000E-002, 3.2515598E+001, 5.0448075E+001
 1.7801000E+002, 4.7690310E+002, 3.7829338E+002, 2.9095247E+002, 3.9043087E-002, 1.8000000E-002, 3.2501719E+001, 5.0448075E+001
 1.7851000E+002, 4.7705121E+002, 3.7875041E+002, 2.9152744E+002, 3.9074927E-002, 1.8000000E-002, 3.2487543E+001, 5.0448075E+001
 1.7901000E+002, 4.7719771E+002, 3.7920578E+002, 2.9209908E+002, 3.9099659E-002, 1.8000000E-002, 3.2473503E+001, 5.0448075E+001
 1.7951000E+002, 4.7734312E+002, 3.7965857E+002, 2.9266792E+002, 3.9117054E-002, 1.8000000E-002, 3.2459569E+001, 5.0448075E+001
 1.8001000E+002, 4.7749043E+002, 3.8011029E+002, 2.9323423E+002, 3.9127616E-002, 1.8000000E-002, 3.2445441E+001, 5.0448075E+001
 1.8051000E+002, 4.7763381E+002, 3.8056047E+002, 2.9379870E+002, 3.9130946E-002, 1.8000000E-002, 3.2431680E+001, 5.0448075E+001
 1.8101000E+002, 4.7777930E+002, 3.8100854E+002, 2.9436136E+002, 3.9127267E-002, 1.8000000E-002, 3.2417713E+001, 5.0448075E+001
 1.8151000E+002, 4.7792501E+002, 3.8145487E+002, 2.9492292E+002, 3.9116688E-002, 1.8000000E-002, 3.2403712E+001, 5.0448075E+001
 1.8201000E+002, 4.7806783E+002, 3.8189903E+002, 2.9548366E+002, 3.9098855E-002, 1.8000000E-002, 3.2389983E+001, 5.0448075E+001
 1.8251000E+002, 4.7821329E+002, 3.8234303E+002, 2.9604396E+002, 3.9074284E-002, 1.8000000E-002, 3.2375996E+001, 5.0448075E+001
 1.8301000E+002, 4.7835727E+002, 3.8278455E+002, 2.9660436E+002, 3.9042508E-002, 1.8000000E-002, 3.2362134E+001, 5.0448075E+001
 1.8351000E+002, 4.7850059E+002, 3.8322477E+002, 2.9716503E+002, 3.9003981E-002, 1.8000000E-002, 3.2348335E+001, 5.0448075E+001
 1.8401000E+002, 4.7864441E+002, 3.8366323E+002, 2.9772681E+002, 3.8958342E-002, 1.8000000E-002, 3.2334478E+001, 5.0448075E+001
 1.8451000E+002, 4.7878671E+002, 3.8410078E+002, 2.9828955E+002, 3.8905618E-002, 1.8000000E-002, 3.2320760E+001, 5.0448075E+001
 1.8501000E+002, 4.7892984E+002, 3.8453719E+002, 2.9885404E+002, 3.8845850E-002, 1.8000000E-002, 3.2306956E+001, 5.0448075E+001
 1.8551000E+002, 4.7907375E+002, 3.8497212E+002, 2.9942063E+002, 3.8778770E-002, 1.8000000E-002, 3.2293064E+001, 5.0448075E+001
 1.8601000E+002, 4.7921599E+002, 3.8540577E+002, 2.9998959E+002, 3.8704577E-002, 1.8000000E-002, 3.2279329E+001, 5.0448075E+001
 1.8651000E+002, 4.7935964E+002, 3.8583811E+002, 3.0056158E+002, 3.8622793E-002, 1.8000000E-002, 3.2265450E+001, 5.0448075E+001
 1.8701000E+002, 4.7950187E+002, 3.8627022E+002, 3.0113670E+002, 3.8533477E-002, 1.8000000E-002, 3.2251697E+001, 5.0448075E+001
 1.8751000E+002, 4.7964376E+002, 3.8670084E+002, 3.0171588E+002, 3.8436391E-002, 1.8000000E-002, 3.2237974E+001, 5.0448075E+001
 1.8801000E+002, 4.7978768E+002, 3.8713094E+002, 3.0229900E+002, 3.8331145E-002, 1.8000000E-002, 3.2224041E+001, 5.0448075E+001
 1.8851000E+002, 4.7992795E+002, 3.8755985E+002, 3.0288677E+002, 3.8217764E-002, 1.8000000E-002, 3.2210460E+001, 5.0448075E+001
 1.8901000E+002, 4.8007208E+002, 3.8798811E+002, 3.0347992E+002, 3.8095626E-002, 1.8000000E-002, 3.2196494E+001, 5.0448075E+001
 1.8951000E+002, 4.8021378E+002, 3.8841654E+002, 3.0407844E+002, 3.7964620E-002, 1.8000000E-002, 3.2182753E+001, 5.0448075E+001
 1.9001000E+002, 4.8035749E+002, 3.8884413E+002, 3.0468327E+002, 3.7824206E-002, 1.8000000E-002, 3.2168816E+001, 5.0448075E+001
 1.9051000E+002, 4.8050021E+002, 3.8927130E+002, 3.0529470E+002, 3.7673894E-002, 1.8000000E-002, 3.2154957E+001, 5.0448075E+001
 1.9101000E+002, 4.8064106E+002, 3.8969781E+002, 3.0591333E+002, 3.7513521E-002, 1.8000000E-002, 3.2141283E+001, 5.0448075E+001
 1.9151000E+002, 4.8078534E+002, 3.9012480E+002, 3.0653996E+002, 3.7342019E-002, 1.8000000E-002, 3.2127261E+001, 5.0448075E+001
 1.9201000E+002, 4.8092728E+002, 3.9055196E+002, 3.0717491E+002, 3.7158980E-002, 1.8000000E-002, 3.2113463E+001, 5.0448075E+001
 1.9251000E+002, 4.8107274E+002, 3.9097908E+002, 3.0781908E+002, 3.6964070E-002, 1.8000000E-002, 3.2099310E+001, 5.0448075E+001
 1.9301000E+002, 4.8121407E+002, 3.9140638E+002, 3.0847319E+002, 3.6755773E-002, 1.8000000E-002, 3.2085554E+001, 5.0448075E+001
 1.9351000E+002, 4.8135997E+002, 3.9183402E+002, 3.0913783E+002, 3.6533737E-002, 1.8000000E-002, 3.2071345E+001, 5.0448075E+001
 1.9401000E+002, 4.8150320E+002, 3.9226267E+002, 3.0981401E+002, 3.6297077E-002, 1.8000000E-002, 3.2057386E+001, 5.0448075E+001
 1.9451000E+002, 4.8164905E+002, 3.9269209E+002, 3.1050266E+002, 3.6044345E-002, 1.8000000E-002, 3.2043168E+001, 5.0448075E+001
 1.9501000E+002, 4.8179235E+002, 3.9312238E+002, 3.1120464E+002, 3.5774506E-002, 1.8000000E-002, 3.2029182E+001, 5.0448075E+001
 1.9551000E+002, 4.8193834E+002, 3.9355372E+002, 3.1192100E+002, 3.5486372E-002, 1.8000000E-002, 3.2014937E+001, 5.0448075E+001
 1.9601000E+002, 4.8208453E+002, 3.9398663E+002, 3.1265305E+002, 3.5178302E-002, 1.8000000E-002, 3.2000655E+001, 5.0448075E+001
 1.9651000E+002, 4.8223235E+002, 3.9442152E+002, 3.1340209E+002, 3.4848709E-002, 1.8000000E-002, 3.1986211E+001, 5.0448075E+001
 1.9701000E+002, 4.8237900E+002, 3.9485809E+002, 3.1416933E+002, 3.4495751E-002, 1.8000000E-002, 3.1971867E+001, 5.0448075E+001
 1.9751000E+002, 4.8252675E+002, 3.9529667E+002, 3.1495631E+002, 3.4117440E-002, 1.8000000E-002, 3.1957413E+001, 5.0448075E+001
 1.9801000E+002, 4.8267546E+002, 3.9573753E+002, 3.1576509E+002, 3.3711396E-002, 1.8000000E-002, 3.1942854E+001, 5.0448075E+001
 1.9851000E+002, 4.8282566E+002, 3.9618143E+002, 3.1659722E+002, 3.3275057E-002, 1.8000000E-002, 3.1928142E+001, 5.0448075E+001
 1.9901000E+002, 4.8297530E+002, 3.9662845E+002, 3.1745500E+002, 3.2805551E-002, 1.8000000E-002, 3.1913472E+001, 5.0448075E+001
 1.9951000E+002, 4.8312730E+002, 3.9707929E+002, 3.1834071E+002, 3.2299682E-002, 1.8000000E-002, 3.1898569E+001, 5.0448075E+001
 2.0001000E+002, 4.8328037E+002, 3.9753340E+002, 3.1925692E+002, 3.1753632E-002, 1.8000000E-002, 3.1883546E+001, 5.0448075E+001
 2.0051000E+002, 4.8343561E+002, 3.9799176E+002, 3.2020668E+002, 3.1163432E-002, 1.8000000E-002, 3.1868301E+001, 5.0448075E+001
 2.0101000E+002, 4.8358902E+002, 3.9845528E+002, 3.2119322E+002, 3.0524293E-002, 1.8000000E-002, 3.1853230E+001, 5.0448075E+001
 2.0151000E+002, 4.8374603E+002, 3.9892411E+002, 3.2222031E+002, 2.9830988E-002, 1.8000000E-002, 3.1837792E+001, 5.0448075E+001
 2.0201000E+002, 4.8390474E+002, 3.9939853E+002, 3.2329203E+002, 2.9077684E-002, 1.8000000E-002, 3.1822183E+001, 5.0448075E+001
 2.0251000E+002, 4.8406394E+002, 3.9987957E+002, 3.2441315E+002, 2.8257712E-002, 1.8000000E-002, 3.1806510E+001, 5.0448075E+001
 2.0301000E+002, 4.8422631E+002, 4.0036787E+002, 3.2558889E+002, 2.7363833E-002, 1.8000000E-002, 3.1790518E+001, 5.0448075E+001
 2.0351000E+002, 4.8439047E+002, 4.0086422E+002, 3.2682520E+002, 2.6388047E-002, 1.8000000E-002, 3.1774340E+001, 5.0448075E+001
 2.0401000E+002, 4.8455571E+002, 4.0136909E+002, 3.2812868E+002, 2.5321633E-002, 1.8000000E-002, 3.1758041E+001, 5.0448075E+001
 2.0451000E+002, 4.8472336E+002, 4.0188386E+002, 3.2950639E+002, 2.4155548E-002, 1.8000000E-002, 3.1741498E+001, 5.0448075E+001
 2.0501000E+002, 4.8489432E+002, 4.0240936E+002, 3.3096633E+002, 2.2881326E-002, 1.8000000E-002, 3.1724616E+001, 5.0448075E+001
 2.0551000E+002, 4.8506835E+002, 4.0294685E+002, 3.3251682E+002, 2.1491037E-002, 1.8000000E-002, 3.1707420E+001, 5.0448075E+001
 2.0601000E+002, 4.8524481E+002, 4.0349712E+002, 3.3416611E+002, 1.9980004E-002, 1.8000000E-002, 3.1689971E+001, 5.0448075E+001
 2.0651000E+002, 4.8542534E+002, 4.0406218E+002, 3.3592208E+002, 1.8348757E-002, 1.8000000E-002, 3.1672106E+001, 5.0448075E+001
 2.0701000E+002, 4.8560922E+002, 4.0464332E+002, 3.3779038E+002, 1.6607179E-002, 1.8000000E-002, 3.1653896E+001, 5.0448075E+001
 2.0751000E+002, 4.8579588E+002, 4.0524168E+002, 3.3977342E+002, 1.4779963E-002, 1.8000000E-002, 3.1635403E+001, 5.0448075E+001
 2.0801000E+002, 4.8598832E+002, 4.0585936E+002, 3.4186695E+002, 1.2913154E-002, 1.8000000E-002, 3.1616319E+001, 5.0448075E+001
 2.0851000E+002, 4.8618519E+002, 4.0649760E+002, 3.4405755E+002, 1.1079215E-002, 1.8000000E-002, 3.1596779E+001, 5.0448075E+001
 2.0901000E+002, 4.8638796E+002, 4.0715800E+002, 3.4631908E+002, 9.3761066E-003, 1.8000000E-002, 3.1576641E+001, 5.0448075E+001
 2.0951000E+002, 4.8659534E+002, 4.0784164E+002, 3.4861270E+002, 7.9134718E-003, 1.8000000E-002, 3.1556028E+001, 5.0448075E+001
 2.1001000E+002, 4.8680873E+002, 4.0854892E+002, 3.5089050E+002, 6.7824591E-003, 1.8000000E-002, 3.1534801E+001, 5.0448075E+001
 2.1051000E+002, 4.8702955E+002, 4.0927948E+002, 3.5310537E+002, 6.0200338E-003, 1.8000000E-002, 3.1512816E+001, 5.0448075E+001
 2.1101000E+002, 4.8725740E+002, 4.1003197E+002, 3.5522265E+002, 5.5910344E-003, 1.8000000E-002, 3.1490111E+001, 5.0448075E+001
 2.1151000E+002, 4.8749262E+002, 4.1080378E+002, 3.5722737E+002, 5.4072887E-003, 1.8000000E-002, 3.1466650E+001, 5.0448075E+001
 2.1201000E+002, 4.8773350E+002, 4.1159095E+002, 3.5912230E+002, 5.3699794E-003, 1.8000000E-002, 3.1442600E+001, 5.0448075E+001
 2.1251000E+002, 4.8798288E+002, 4.1238930E+002, 3.6092000E+002, 5.4042914E-003, 1.8000000E-002, 3.1417679E+001, 5.0448075E+001
 2.1301000E+002, 4.8823893E+002, 4.1319442E+002, 3.6263512E+002, 5.4679921E-003, 1.8000000E-002, 3.1392066E+001, 5.0448075E+001
 2.1351000E+002, 4.8850100E+002, 4.1400172E+002, 3.6427996E+002, 5.5427030E-003, 1.8000000E-002, 3.1365818E+001, 5.0448075E+001
 2.1401000E+002, 4.8876715E+002, 4.1480739E+002, 3.6586363E+002, 5.6219309E-003, 1.8000000E-002, 3.1339140E+001, 5.0448075E+001
 2.1451000E+002, 4.8903872E+002, 4.1560803E+002, 3.6739274E+002, 5.7036919E-003, 1.8000000E-002, 3.1311884E+001, 5.0448075E+001
 2.1501000E+002, 4.8931348E+002, 4.1640104E+002, 3.6887223E+002, 5.7872725E-003, 1.8000000E-002, 3.1284278E+001, 5.0448075E+001
 2.1551000E+002, 4.8958977E+002, 4.1718483E+002, 3.7030597E+002, 5.8722686E-003, 1.8000000E-002, 3.1256487E+001, 5.0448075E+001
 2.1601000E+002, 4.8986694E+002, 4.1795742E+002, 3.7169689E+002, 5.9582698E-003, 1.8000000E-002, 3.1228576E+001, 5.0448075E+001
 2.1651000E+002, 4.9014499E+002, 4.1871721E+002, 3.7304751E+002, 6.0449622E-003, 1.8000000E-002, 3.1200548E+001, 5.0448075E+001
 2.1701000E+002, 4.9042245E+002, 4.1946300E+002, 3.7435993E+002, 6.1320664E-003, 1.8000000E-002, 3.1172543E+001, 5.0448075E+001
 2.1751000E+002, 4.9069744E+002, 4.2019526E+002, 3.7563589E+002, 6.2192802E-003, 1.8000000E-002, 3.1144758E+001, 5.0448075E+001
 2.1801000E+002, 4.9097128E+002, 4.2091302E+002, 3.7687680E+002, 6.3063517E-003, 1.8000000E-002, 3.1117061E+001, 5.0448075E+001
 2.1851000E+002, 4.9124349E+002, 4.2161490E+002, 3.7808422E+002, 6.3930668E-003, 1.8000000E-002, 3.1089500E+001, 5.0448075E+001
 2.1901000E+002, 4.9151225E+002, 4.2230101E+002, 3.7925903E+002, 6.4792451E-003, 1.8000000E-002, 3.1062254E+001, 5.0448075E+001
 2.1951000E+002, 4.9177734E+002, 4.2297252E+002, 3.8040240E+002, 6.5646978E-003, 1.8000000E-002, 3.1035354E+001, 5.0448075E+001
 2.2001000E+002, 4.9203992E+002, 4.2362755E+002, 3.8151527E+002, 6.6492752E-003, 1.8000000E-002, 3.1008684E+001, 5.0448075E+001
 2.2051000E+002, 4.9229971E+002, 4.2426778E+002, 3.8259844E+002, 6.7328279E-003, 1.8000000E-002, 3.0982268E+001, 5.0448075E+001
 2.2101000E+002, 4.9255467E+002, 4.2489145E+002, 3.8365277E+002, 6.8153112E-003, 1.8000000E-002, 3.0956312E+001, 5.0448075E+001
 2.2151000E+002, 4.9280572E+002, 4.2550062E+002, 3.8467884E+002, 6.8965007E-003, 1.8000000E-002, 3.0930734E+001, 5.0448075E+001
 2.2201000E+002, 4.9305422E+002, 4.2609436E+002, 3.8567755E+002, 6.9763855E-003, 1.8000000E-002, 3.0905391E+001, 5.0448075E+001
 2.2251000E+002, 4.9329964E+002, 4.2667237E+002, 3.8664934E+002, 7.0548643E-003, 1.8000000E-002, 3.0880337E+001, 5.0448075E+001
 2.2301000E+002, 4.9354017E+002, 4.2723773E+002, 3.8759507E+002, 7.1318895E-003, 1.8000000E-002, 3.0855757E+001, 5.0448075E+001
 2.2351000E+002, 4.9377668E+002, 4.2778591E+002, 3.8851514E+002, 7.2073772E-003, 1.8000000E-002, 3.0831567E+001, 5.0448075E+001
 2.2401000E+002, 4.9401068E+002, 4.2832304E+002, 3.8941028E+002, 7.2812777E-003, 1.8000000E-002, 3.0807612E+001, 5.0448075E+001
 2.2451000E+002, 4.9424154E+002, 4.2884350E+002, 3.9028104E+002, 7.3535571E-003, 1.8000000E-002, 3.0783957E+001, 5.0448075E+001
 2.2501000E+002, 4.9446858E+002, 4.2935301E+002, 3.9112792E+002, 7.4242191E-003, 1.8000000E-002, 3.0760670E+001, 5.0448075E+001
 2.2551000E+002, 4.9469097E+002, 4.2984778E+002, 3.9195168E+002, 7.4931394E-003, 1.8000000E-002, 3.0737842E+001, 5.0448075E+001
 2.2601000E+002, 4.9491119E+002, 4.3033059E+002, 3.9275257E+002, 7.5604190E-003, 1.8000000E-002, 3.0715218E+001, 5.0448075E+001
 2.2651000E+002, 4.9512889E+002, 4.3080123E+002, 3.9353147E+002, 7.6258722E-003, 1.8000000E-002, 3.0692834E+001, 5.0448075E+001
 2.2701000E+002, 4.9534383E+002, 4.3125939E+002, 3.9428869E+002, 7.6896864E-003, 1.8000000E-002, 3.0670713E+001, 5.0448075E+001
 2.2751000E+002, 4.9555454E+002, 4.3170614E+002, 3.9502486E+002, 7.7517201E-003, 1.8000000E-002, 3.0649009E+001, 5.0448075E+001
 2.2801000E+002, 4.9576211E+002, 4.3214219E+002, 3.9574065E+002, 7.8119623E-003, 1.8000000E-002, 3.0627612E+001, 5.0448075E+001
 2.2851000E+002, 4.9596792E+002, 4.3256624E+002, 3.9643636E+002, 7.8705687E-003, 1.8000000E-002, 3.0606382E+001, 5.0448075E+001
 2.2901000E+002, 4.9617165E+002, 4.3298069E+002, 3.9711270E+002, 7.9272995E-003, 1.8000000E-002, 3.0585348E+001, 5.0448075E+001
 2.2951000E+002, 4.9637269E+002, 4.3338527E+002, 3.9777027E+002, 7.9823522E-003, 1.8000000E-002, 3.0564574E+001, 5.0448075E+001
 2.3001000E+002, 4.9656989E+002, 4.3377837E+002, 3.9840936E+002, 8.0357792E-003, 1.8000000E-002, 3.0544181E+001, 5.0448075E+001
 2.3051000E+002, 4.9676510E+002, 4.3416407E+002, 3.9903067E+002, 8.0873313E-003, 1.8000000E-002, 3.0523979E+001, 5.0448075E+001
 2.3101000E+002, 4.9695828E+002, 4.3453991E+002, 3.9963476E+002, 8.1372532E-003, 1.8000000E-002, 3.0503974E+001, 5.0448075E+001
 2.3151000E+002, 4.9715052E+002, 4.3490574E+002, 4.0022199E+002, 8.1855942E-003, 1.8000000E-002, 3.0484052E+001, 5.0448075E+001
 2.3201000E+002, 4.9734097E+002, 4.3526492E+002, 4.0079302E+002, 8.2321518E-003, 1.8000000E-002, 3.0464297E+001, 5.0448075E+001
 2.3251000E+002, 4.9752693E+002, 4.3561563E+002, 4.0134827E+002, 8.2770792E-003, 1.8000000E-002, 3.0444994E+001, 5.0448075E+001
 2.3301000E+002, 4.9771175E+002, 4.3595744E+002, 4.0188837E+002, 8.3205364E-003, 1.8000000E-002, 3.0425798E+001, 5.0448075E+001
 2.3351000E+002, 4.9789566E+002, 4.3629247E+002, 4.0241360E+002, 8.3623781E-003, 1.8000000E-002, 3.0406682E+001, 5.0448075E+001
 2.3401000E+002, 4.9807752E+002, 4.3662090E+002, 4.0292459E+002, 8.4025070E-003, 1.8000000E-002, 3.0387765E+001, 5.0448075E+001
 2.3451000E+002, 4.9825843E+002, 4.3694154E+002, 4.0342189E+002, 8.4412717E-003, 1.8000000E-002, 3.0368936E+001, 5.0448075E+001
 2.3501000E+002, 4.9843774E+002, 4.3725559E+002, 4.0390586E+002, 8.4786291E-003, 1.8000000E-002, 3.0350257E+001, 5.0448075E+001
 2.3551000E+002, 4.9861370E+002, 4.3756342E+002, 4.0437687E+002, 8.5143964E-003, 1.8000000E-002, 3.0331915E+001, 5.0448075E+001
 2.3601000E+002, 4.9878812E+002, 4.3786574E+002, 4.0483556E+002, 8.5486716E-003, 1.8000000E-002, 3.0313722E+001, 5.0448075E+001
 2.3651000E+002, 4.9896265E+002, 4.3816176E+002, 4.0528222E+002, 8.5817366E-003, 1.8000000E-002, 3.0295508E+001, 5.0448075E+001
 2.3701000E+002, 4.9913695E+002, 4.3845168E+002, 4.0571756E+002, 8.6134566E-003, 1.8000000E-002, 3.0277303E+001, 5.0448075E+001
 2.3751000E+002, 4.9930998E+002, 4.3873651E+002, 4.0614166E+002, 8.6437087E-003, 1.8000000E-002, 3.0259218E+001, 5.0448075E+001
 2.3801000E+002, 4.9947910E+002, 4.3901723E+002, 4.0655501E+002, 8.6726541E-003, 1.8000000E-002, 3.0241528E+001, 5.0448075E+001
 2.3851000E+002, 4.9964762E+002, 4.3929243E+002, 4.0695813E+002, 8.7005173E-003, 1.8000000E-002, 3.0223894E+001, 5.0448075E+001
 2.3901000E+002, 4.9981624E+002, 4.3956215E+002, 4.0735135E+002, 8.7271931E-003, 1.8000000E-002, 3.0206237E+001, 5.0448075E+001
 2.3951000E+002, 4.9998411E+002, 4.3982778E+002, 4.0773524E+002, 8.7525712E-003, 1.8000000E-002, 3.0188645E+001, 5.0448075E+001
 2.4001000E+002, 5.0015029E+002, 4.4009046E+002, 4.0810979E+002, 8.7766928E-003, 1.8000000E-002, 3.0171220E+001, 5.0448075E+001
 2.4051000E+002, 5.0031709E+002, 4.4034830E+002, 4.0847554E+002, 8.7998885E-003, 1.8000000E-002, 3.0153720E+001, 5.0448075E+001
 2.4101000E+002, 5.0048143E+002, 4.4060143E+002, 4.0883294E+002, 8.8220884E-003, 1.8000000E-002, 3.0136463E+001, 5.0448075E+001
 2.4151000E+002, 5.0064448E+002, 4.4085085E+002, 4.0918221E+002, 8.8431627E-003, 1.8000000E-002, 3.0119334E+001, 5.0448075E+001
 2.4201000E+002, 5.0080638E+002, 4.4109828E+002, 4.0952380E+002, 8.8630645E-003, 1.8000000E-002, 3.0102313E+001, 5.0448075E+001
 2.4251000E+002, 5.0096823E+002, 4.4134215E+002, 4.0985791E+002, 8.8821308E-003, 1.8000000E-002, 3.0085291E+001, 5.0448075E+001
 2.4301000E+002, 5.0113139E+002, 4.4158175E+002, 4.1018477E+002, 8.9003543E-003, 1.8000000E-002, 3.0068118E+001, 5.0448075E+001
 2.4351000E+002, 5.0129448E+002, 4.4181811E+002, 4.1050481E+002, 8.9176441E-003, 1.8000000E-002, 3.0050941E+001, 5.0448075E+001
 2.4401000E+002, 5.0145446E+002, 4.4205222E+002, 4.1081836E+002, 8.9339524E-003, 1.8000000E-002, 3.0034076E+001, 5.0448075E+001
 2.4451000E+002, 5.0161121E+002, 4.4228469E+002, 4.1112558E+002, 8.9493356E-003, 1.8000000E-002, 3.0017549E+001, 5.0448075E+001
 2.4501000E+002, 5.0177008E+002, 4.4251352E+002, 4.1142680E+002, 8.9641085E-003, 1.8000000E-002, 3.0000787E+001, 5.0448075E+001
 2.4551000E+002, 5.0192985E+002, 4.4273897E+002, 4.1172237E+002, 8.9781318E-003, 1.8000000E-002, 2.9983918E+001, 5.0448075E+001
 2.4601000E+002, 5.0208953E+002, 4.4296251E+002, 4.1201227E+002, 8.9913520E-003, 1.8000000E-002, 2.9967049E+001, 5.0448075E+001
 2.4651000E+002, 5.0224819E+002, 4.4318487E+002, 4.1229682E+002, 9.0036747E-003, 1.8000000E-002, 2.9950276E+001, 5.0448075E+001
 2.4701000E+002, 5.0240467E+002, 4.4340527E+002, 4.1257638E+002, 9.0153343E-003, 1.8000000E-002, 2.9933722E+001, 5.0448075E+001
 2.4751000E+002, 5.0256010E+002, 4.4362262E+002, 4.1285116E+002, 9.0264882E-003, 1.8000000E-002, 2.9917273E+001, 5.0448075E+001
 2.4801000E+002, 5.0271672E+002, 4.4383764E+002, 4.1312130E+002, 9.0370285E-003, 1.8000000E-002, 2.9900687E+001, 5.0448075E+001
 2.4851000E+002, 5.0287353E+002, 4.4405123E+002, 4.1338702E+002, 9.0468839E-003, 1.8000000E-002, 2.9884071E+001, 5.0448075E+001
 2.4901000E+002, 5.0302926E+002, 4.4426395E+002, 4.1364859E+002, 9.0559824E-003, 1.8000000E-002, 2.9867557E+001, 5.0448075E+001
 2.4951000E+002, 5.0318501E+002, 4.4447532E+002, 4.1390604E+002, 9.0645488E-003, 1.8000000E-002, 2.9851035E+001, 5.0448075E+001
 2.5001000E+002, 5.0334275E+002, 4.4468380E+002, 4.1415959E+002, 9.0726937E-003, 1.8000000E-002, 2.9834290E+001, 5.0448075E+001
 2.5051000E+002, 5.0349685E+002, 4.4489077E+002, 4.1440940E+002, 9.0803450E-003, 1.8000000E-002, 2.9817918E+001, 5.0448075E+001
 2.5101000E+002, 5.0365078E+002, 4.4509689E+002, 4.1465582E+002, 9.0874573E-003, 1.8000000E-002, 2.9801557E+001, 5.0448075E+001
 2.5151000E+002, 5.0380406E+002, 4.4530218E+002, 4.1489883E+002, 9.0939303E-003, 1.8000000E-002, 2.9785256E+001, 5.0448075E+001
 2.5201000E+002, 5.0395767E+002, 4.4550662E+002, 4.1513862E+002, 9.0999834E-003, 1.8000000E-002, 2.9768913E+001, 5.0448075E+001
 2.5251000E+002, 5.0411412E+002, 4.4570879E+002, 4.1537528E+002, 9.1057089E-003, 1.8000000E-002, 2.9752257E+001, 5.0448075E+001
 2.5301000E+002, 5.0427134E+002, 4.4590955E+002, 4.1560918E+002, 9.1109852E-003, 1.8000000E-002, 2.9735507E+001, 5.0448075E+001
 2.5351000E+002, 5.0442531E+002, 4.4610974E+002, 4.1584024E+002, 9.1158370E-003, 1.8000000E-002, 2.9719086E+001, 5.0448075E+001
 2.5401000E+002, 5.0457540E+002, 4.4630956E+002, 4.1606845E+002, 9.1201817E-003, 1.8000000E-002, 2.9703076E+001, 5.0448075E+001
 2.5451000E+002, 5.0472651E+002, 4.4650879E+002, 4.1629421E+002, 9.1241727E-003, 1.8000000E-002, 2.9686952E+001, 5.0448075E+001
 2.5501000E+002, 5.0488119E+002, 4.4670604E+002, 4.1651748E+002, 9.1279344E-003, 1.8000000E-002, 2.9670436E+001, 5.0448075E+001
 2.5551000E+002, 5.0503714E+002, 4.4690226E+002, 4.1673846E+002, 9.1313428E-003, 1.8000000E-002, 2.9653773E+001, 5.0448075E+001
 2.5601000E+002, 5.0519325E+002, 4.4709823E+002, 4.1695735E+002, 9.1343640E-003, 1.8000000E-002, 2.9637081E+001, 5.0448075E+001
 2.5651000E+002, 5.0534772E+002, 4.4729361E+002, 4.1717388E+002, 9.1369345E-003, 1.8000000E-002, 2.9620549E+001, 5.0448075E+001
 2.5701000E+002, 5.0549515E+002, 4.4748905E+002, 4.1738859E+002, 9.1392057E-003, 1.8000000E-002, 2.9604768E+001, 5.0448075E+001
 2.5751000E+002, 5.0564714E+002, 4.4768306E+002, 4.1760136E+002, 9.1413717E-003, 1.8000000E-002, 2.9588493E+001, 5.0448075E+001
 2.5801000E+002, 5.0580160E+002, 4.4787577E+002, 4.1781219E+002, 9.1432732E-003, 1.8000000E-002, 2.9571941E+001, 5.0448075E+001
 2.5851000E+002, 5.0595669E+002, 4.4806834E+002, 4.1802138E+002, 9.1448555E-003, 1.8000000E-002, 2.9555311E+001, 5.0448075E+001
 2.5901000E+002, 5.0611147E+002, 4.4826069E+002, 4.1822867E+002, 9.1460788E-003, 1.8000000E-002, 2.9538702E+001, 5.0448075E+001
